no,obs_code,management,name_K,name_E,watershed,river,address,long,lat
1,1001602,환경부,평창군(송정교),Pyeongchanggun(Songjeonggyo),한강,오대천,강원도 평창군 진부면 하진부리 송정교,128.551111,37.624167
2,1001607,수자원공사,삼척시(번천교),Samcheoksi(Bunchungyo),한강,번천천,강원도 삼척시 하장면 번천리 천375 번천교,129.004167,37.372222
3,1001613,수자원공사,삼척시(광동교),Samcheoksi(Gwangdonggyo),한강,골지천,강원도 삼척시 하장면 하장길 125 광동교,128.9425,37.348333
4,1001615,수자원공사,삼척시(갈밭교),Samcheoksi(Galbatgyo),한강,골지천,강원도 삼척시 하장면 갈전리 산119-1 갈밭교,128.911389,37.373889
5,1001620,환경부,정선군(송계교),Jeongseongun(Songgyegyo),한강,임계천,강원도 정선군 임계면 봉산리 송계교,128.849167,37.494167
6,1001622,환경부,정선군(혈천교),Jeongseongun(Hyulcheongyo),한강,골지천,강원도 정선군 임계면 낙천리 혈천교,128.846944,37.464722
7,1001625,환경부,정선군(송천교),Jeongseongun(Songcheongyo),한강,송천,강원도 정선군 여량면 유천리 송천교,128.718611,37.485556
8,1001626,환경부,정선군(제1여량교),Jeongseongun(Je1yeoryanggyo),한강,골지천,강원도 정선군 여량면 여량리 제1여량교,128.729167,37.473333
9,1001629,환경부,정선군(남평대교),Jeongseongun(Nampyeongdaegyo),한강,골지천,강원도 정선군 북평면 남평리 남평대교,128.653056,37.438889
10,1001630,환경부,정선군(나전교),Jeongseongun(Najeongyo),한강,오대천,강원도 정선군 북평면 북평리 나전교,128.649722,37.438611
11,1001645,환경부,정선군(와평교),Jeongseongun(Wahpyeonggyo),한강,어천,강원도 정선군 정선읍 신월리 와평교,128.684167,37.366111
12,1001649,환경부,정선군(애산교),Jeongseongun(Yaesangyo),한강,어천,강원도 정선군 정선읍 애산리 애산교,128.670833,37.373333
13,1001655,환경부,정선군(정선제1교),Jeongseongun(Jeongseonje1gyo),한강,한강,강원도 정선군 정선읍 봉양리 정선제1교,128.657222,37.378333
14,1001658,환경부,정선군(광하교),Jeongseongun(Gwanghagyo),한강,한강,강원도 정선군 정선읍 광하리 광하교,128.618889,37.369722
15,1001660,환경부,정선군(낙동교),Jeongseongun(Nakdonggyo),한강,지장천,강원도 정선군 남면 낙동리 낙동교,128.693611,37.318889
16,1001670,환경부,영월군(거운교),Yeongwolgun(Geoungyo),한강,한강,강원도 영월군 영월읍 거운리 거운교,128.512222,37.234722
17,1001683,수자원공사,영월군(삼옥교),Yeongwolgun(Samokgyo),한강,한강,강원도 영월군 영월읍 삼옥리 539-1 천 삼옥교,128.51,37.207222
18,1001690,환경부,영월군(영월대교),Yeongwolgun(Yeongwoldaegyo),한강,한강,강원도 영월군 영월읍 덕포리 영월대교,128.475278,37.181944
19,1002605,환경부,평창군(이목정교),Pyeongchanggun(Imokjeonggyo),한강,속사천,강원도 평창군 용평면 이목정리 이목정교,128.471944,37.621389
20,1002610,환경부,평창군(장평교),Pyeongchanggun(Jangpyeonggyo),한강,속사천,강원도 평창군 용평면 장평리 장평교,128.412778,37.586389
21,1002615,환경부,평창군(백옥포교),Pyeongchanggun(Baekokpogyo),한강,흥정천,강원도 평창군 용평면 백옥포리 진천교,128.391389,37.586111
22,1002625,환경부,평창군(선애교),Pyeongchanggun(Sunaegyo),한강,평창강,강원도 평창군 대화면 상안미리 선애교,128.41,37.474444
23,1002635,환경부,평창군(사초교),Pyeongchanggun(Sachogyo),한강,대화천,강원도 평창군 대화면 하안미리 사초교,128.439722,37.455278
24,1002640,환경부,평창군(상방림교),Pyeongchanggun(Sangbangrimgyo),한강,평창강,강원도 평창군 방림면 방림리 상방림교,128.417222,37.431389
25,1002650,환경부,평창군(평창교),Pyeongchanggun(Pyeongchanggyo),한강,평창강,강원도 평창군 평창읍 중리 평창교,128.406111,37.367778
26,1002655,수자원공사,영월군(판운교),Yeongwolgun(Panungyo),한강,평창강,강원도 영월군 주천면 판운리 산 48-1 판운교,128.343889,37.296667
27,1002675,환경부,횡성군(안흥교),Hoengseonggun(Anheunggyo),한강,주천강,강원도 횡성군 안흥면 안흥리 안흥교,128.155,37.412222
28,1002680,환경부,영월군(두학교),Yeongwolgun(Duhackgyo),한강,주천강,강원도 영월군 수주면 두산리 두학교,128.1925,37.296389
29,1002685,환경부,영월군(주천교),Yeongwolgun(Jucheongyo),한강,주천강,강원도 영월군 주천면 주천리 주천교,128.265833,37.2675
30,1002687,환경부,영월군(신천교),Yeongwolgun(Sincheongyo),한강,주천강,강원도 영월군 한반도면 신천리 신천교,128.331667,37.229722
31,1002695,수자원공사,영월군(북쌍리),Yeongwolgun(Bukssangri),한강,평창강,강원도 영월군 남면 북쌍리 252-4 전,128.409167,37.194167
32,1002698,환경부,영월군(팔괴교),Yeongwolgun(Palgoegyo),한강,평창강,강원도 영월군 영월읍 하송리 팔괴교,128.455278,37.171944
33,1003605,환경부,영월군(충혼교),Yeongwolgun(Chunghongyo),한강,옥동천,강원도 영월군 중동면 녹전리 충혼교,128.680833,37.142222
34,1003620,환경부,영월군(옥동교),Yeongwolgun(Okdonggyo),한강,옥동천,강원도 영월군 김삿갓면 옥동리 옥동교,128.564167,37.122222
35,1003630,수자원공사,단양군(오사리),Danyanggun(Osari),한강,한강,충청북도 단양군 영춘면 오사리 339-2,128.510556,37.098889
36,1003636,환경부,단양군(가대교),Danyanggun(Gadaegyo),한강,한강,충청북도 단양군 가곡면 가대리 가대교,128.405556,37.040278
37,1003642,환경부,단양군(덕천교),Danyanggun(Dukcheongyo),한강,한강,충청북도 단양군 가곡면 덕천리 덕천교,128.389167,37.005556
38,1003644,수자원공사,단양군(상진대교),Danyanggun(Sangjindaegyo),한강,한강,충청북도 단양군 단양읍 상진리 산22-23 도 상진대교,128.345278,36.980278
39,1003645,환경부,단양군(단양1교),Danyanggun(Danyang1gyo),한강,죽령천,충청북도 단양군 단성면 북하리 단양1교,128.335556,36.931111
40,1003646,수자원공사,단양군(우화교),Danyanggun(Uhwagyo),한강,단양천,충청북도 단양군 단성면 상방리 71-7 전 우화교,128.318889,36.933333
41,1003655,수자원공사,제천시(청풍교),Jecheonsi(Cheongpunggyo),한강,한강,충청북도 제천시 청풍면 읍리 22-12 청풍교,128.18,37.0025
42,1003658,환경부,제천시(부수동교),Jecheonsi(Busudonggyo),한강,원서천,충청북도 제천시 백운면 방학리 부수동교,128.008889,37.148611
43,1003660,환경부,제천시(팔송교),Jecheonsi(Palsonggyo),한강,제천천,충청북도 제천시 봉양읍 팔송리 팔송교,128.119722,37.147222
44,1003661,환경부,제천시(구곡교),Jecheonsi(Gugokgyo),한강,제천천,충청북도 제천시 봉양읍 구곡리 구곡교,128.106111,37.112222
45,1003662,수자원공사,충주시(명서교),Chungjusi(Myeongseogyo),한강,한강,충청북도 충주시 산척면 명서리 484-3 명서교,128.029722,37.070556
46,1003665,수자원공사,충주시(충주댐방수로),Chungjusi(Chungjudambangsuro),한강,한강,충청북도 충주시 동량면 조동리 산 180-18 충주댐방수,127.991389,37.007222
47,1003666,수자원공사,충주시(충주댐),Chungjusi(Chungjudam),한강,한강,충청북도 충주시 동량면 조동리 산 180-18 충주댐,127.9925,37.006111
48,1004620,환경부,청주시(옥화1교),Cheongjusi(Okhwa1gyo),한강,달천,충청북도 청주시 상당구 미원면 옥화리 옥화1교,127.701667,36.615278
49,1004643,한수원,괴산댐,Gwoesan Dam,한강,달천,충북 괴산군 칠성면 산막이옛길 43,127.842778,36.758889
50,1004645,환경부,괴산군(수전교),Goesangun(sujungyo),한강,달천,충청북도 괴산군 칠성면 외사리 수전교,127.8425,36.767222
51,1004646,환경부,괴산군(비도교),Goesangun(Bidogyo),한강,쌍천,충청북도 괴산군 칠성면 비도리 비도교,127.878056,36.79
52,1004653,농어촌공사,소수,Sosu,남한강,동진천,충청북도 괴산군 소수면 길선리 180-5,127.718889,36.869722
53,1004670,환경부,괴산군(추산교),Goesangun(Chusangyo),한강,음성천,충청북도 괴산군 불정면 추산리 추산교,127.814167,36.893611
54,1004680,환경부,충주시(문강교),Chungjusi(Munganggyo),한강,석문동천,충청북도 충주시 살미면 문강리 문강교,127.946111,36.887778
55,1004685,수자원공사,충주시(팔봉교),Chungjusi(Palbonggyo),한강,달천,충청북도 충주시 살미면 토계리 417-6 팔봉교,127.921111,36.899167
56,1004690,수자원공사,충주시(향산리),Chungjusi(Hyangsanri),한강,달천,충청북도 충주시 살미면 향산리 492,127.924167,36.924722
57,1004692,농어촌공사,용당,Yongdang,한강,요도천,충청북도 충주시 신니면 문숭리 301-2,127.705,37.005
58,1004693,환경부,괴산군(목도교),Goesangun(Mokdogyo),한강,달천,충청북도 괴산군 불정면 목도리 목도교,127.855278,36.87
59,1004695,환경부,충주시(국원대교),Chungjusi(Kookwongyo),한강,요도천,충청북도 충주시 대소원면 검단리 국원대교,127.871667,36.966111
60,1005605,환경부,충주시(탄금교),Chungjusi(Tangeumgyo),한강,달천,충청북도 충주시 중앙탑면 창동리 탄금교,127.89,36.988611
61,1005620,수자원공사,충주시(충주조정지댐방수로),Chungjusi(Chungjujojeongjidambangsuro),한강,한강,충청북도 충주시 중앙탑면 장천리 1137-1 충주조정지?,127.865833,37.046389
62,1005635,수자원공사,충주시(충주조정지댐),Chungjusi(Chungjujojeongjidam),한강,한강,충청북도 충주시 중앙탑면 장천리 1137-2 충주조정지?,127.866389,37.044444
63,1005640,환경부,충주시(목계교),Chungjusi(Mokgyegyo),한강,한강,충청북도 충주시 엄정면 목계리 목계교,127.881111,37.076111
64,1005695,환경부,원주시(법천교),Wonjusi(Beopcheongyo),한강,법천천,강원도 원주시 부론면 법천리 법천교,127.754167,37.204444
65,1005697,환경부,원주시(남한강대교),Wonjusi(Namhangangdaegyo),한강,한강,강원도 원주시 부론면 법천리 남한강대교,127.747778,37.206111
66,1006610,수자원공사,횡성군(율동리),Hoengseonggun(Yuldongli),한강,계천,강원도 횡성군 갑천면 율동리 84-24,128.118611,37.566667
67,1006612,수자원공사,횡성군(포동2교),Hoengseonggun(Podong2gyo),한강,계천,강원도 횡성군 갑천면 포동리 671-3 포동2교,128.098611,37.5525
68,1006615,수자원공사,횡성군(횡성댐),Hoengseonggun(Hoengseongdam),한강,계천,강원도 횡성군 갑천면 대관대리 산35-1 횡성댐,128.030278,37.545278
69,1006630,환경부,횡성군(오산교),Hoengseonggun(Osangyo),한강,금계천,강원도 횡성군 공근면 오산리 오산교,127.991389,37.520833
70,1006650,환경부,횡성군(횡성교),Hoengseonggun(Hoengseonggyo),한강,섬강,강원도 횡성군 횡성읍 읍하리 횡성교,127.980556,37.495
71,1006660,환경부,횡성군(전천교),Hoengseonggun(Jeoncheongyo),한강,전천,강원도 횡성군 횡성읍 교항리 전천교,127.981389,37.482222
72,1006665,환경부,원주시(원주교),Wonjusi(Wonjugyo),한강,원주천,강원도 원주시 봉산동 원주교,127.955556,37.347778
73,1006670,환경부,원주시(옥산교),Wonjusi(Oksangyo),한강,섬강,강원도 원주시 호저면 옥산리 옥산교,127.921667,37.428611
74,1006672,환경부,원주시(장현교),Wonjusi(Janghyungyo),한강,섬강,강원도 원주시 호저면 신현리 장현교,127.898056,37.420278
75,1006680,환경부,원주시(지정대교),Wonjusi(Jijungdaegyo),한강,섬강,강원도 원주시 지정면 간현리 지정대교,127.831667,37.361667
76,1006690,환경부,원주시(문막교),Wonjusi(Munmakgyo),한강,섬강,강원도 원주시 문막읍 문막리 문막교,127.810278,37.305
77,1006693,농어촌공사,궁촌,Gungchon,한강,궁촌천,강원도 원주시 귀래면 귀래리 1425-1,127.858056,37.226667
78,1006694,농어촌공사,반계,Bangye,한강,원심천,강원도 원주시 문막읍 반계리 산78,127.777222,37.291667
79,1007604,환경부,안성시(한평교),Anseongsi(Hanpyeonggyo),한강,청미천,경기도 안성시 일죽면 고은리 한평교,127.433611,37.106389
80,1007605,환경부,이천시(장호원교),Icheonsi(Janghowongyo),한강,청미천,경기도 이천시 장호원읍 장호원리 장호원교,127.634722,37.113611
81,1007610,환경부,음성군(총천교),Eumseunggun(Chongcheongyo),한강,응천,충청북도 음성군 감곡면 원당리 총천교,127.604444,37.070833
82,1007615,환경부,여주시(원부교),Yeojusi(Wonbugyo),한강,청미천,경기도 여주시 점동면 원부리 원부교,127.634444,37.162222
83,1007617,환경부,여주시(삼합교),Yeojusi(Samhapgyo),한강,청미천,경기도 여주시 점동면 삼합리 삼합교,127.719167,37.202222
84,1007620,환경부,여주시(강천리),Yeojusi(Gangcheonri),한강,한강,경기도 여주시 강천면 강천리 546-1,127.713889,37.231111
85,1007625,환경부,여주시(남한강교),Yeojusi(Namhanganggyo),한강,한강,경기도 여주시 우만동 (구)남한강교,127.681111,37.254444
86,1007633,환경부,강천보(상류),Gangcheonbo(Sangryu),한강,한강,경기도 여주시 단현동 47-3,127.683333,37.273056
87,1007634,환경부,강천보(하류),Gangcheonbo(Haryu),한강,한강,경기도 여주시 강천면 이호리 523-2,127.684722,37.283889
88,1007635,환경부,여주시(여주대교),Yeojusi(Yeojudaegyo),한강,한강,경기도 여주시 상동 여주대교,127.647778,37.296389
89,1007639,환경부,여주보(상류),Yeojubo(Sangryu),한강,한강,경기도 여주시 대신면 천남리 680,127.615556,37.326111
90,1007640,환경부,여주시(율극교),Yeojusi(Yulgkukgyo),한강,양화천,경기도 여주시 흥천면 율극리 율극교,127.573333,37.333889
91,1007641,환경부,여주보(하류),Yeojubo(Haryu),한강,한강,경기도 여주시 능서면 왕대리 1008,127.603333,37.328611
92,1007645,환경부,이천시(복하교),Icheonsi(Bokhagyo),한강,복하천,경기도 이천시 부발읍 신하리 복하교,127.460833,37.266944
93,1007650,환경부,여주시(흥천대교),Yeojusi(Heungcheondaegyo),한강,복하천,경기도 여주시 흥천면 다대리 흥천대교,127.535278,37.333056
94,1007653,농어촌공사,대평,Deapyeong,한강,곡수천,경기도 양평군 지평면 대평리 742,127.629722,37.4225
95,1007655,환경부,여주시(양촌교),Yeojusi(Yangcheongyo),한강,곡수천,경기도 여주시 대신면 초현리 양촌교,127.562778,37.3825
96,1007662,환경부,이포보(상류),Ipobo(Sangryu),한강,한강,경기도 여주시 금사면 이포리 이포대교,127.537778,37.401111
97,1007664,환경부,이포보(하류),Ipobo(Haryu),한강,한강,경기도 여주시 대신면 천서리 674,127.541389,37.408333
98,1007672,농어촌공사,금사,Geumsa,남한강,금사천,경기도 여주시 금사면 장흥리 40,127.488889,37.388611
99,1007680,환경부,양평군(흑천교),Yangpyeonggun(Heukcheongyo),한강,흑천,경기도 양평군 개군면 공세리 흑천교,127.5275,37.466111
100,1007685,환경부,양평군(양평교),Yangpyeonggun(Yangpyeonggyo),한강,한강,경기도 양평군 양평읍 양근리 양평교,127.49,37.486389
101,1007690,환경부,양평군(봉상교),Yangpyeonggun(Bongsanggyo),한강,흑천,경기도 양평군 단월면 봉상리 봉상교,127.651389,37.511667
102,1007697,환경부,양평군(신원리),Yangpyeonggun(Sinwonri),한강,한강,경기도 양평군 양서면 신원리 462-2,127.371389,37.525
103,1009650,수자원공사,화천군(평화의댐),Hwacheongun(Pyeonghwauidam),한강,북한강,강원도 화천군 화천읍 평화로 3484 평화의댐,127.845,38.211111
104,1009652,수자원공사,화천군(평화나래교),Hwacheongun(Pyeonghwanaraegyo),한강,북한강,강원도 양구군 방산면 천미리 353-7 평화나래교,127.851389,38.207778
105,1010640,수자원공사,양구군(각시교),Yanggugun(Gagsigyo),한강,수입천,강원도 양구군 방산면 평화로 4841 각시교,127.925833,38.190556
106,1010660,환경부,화천군(화천댐),Hwacheongun(Hwacheondam),한강,북한강,강원도 화천군 간동면 구만리 화천댐,127.777222,38.1175
107,1010661,한수원,화천댐,Hwacheon Dam,한강,북한강,강원도 화천군 간동면 어룡동길 42,127.783333,38.116667
108,1010670,수자원공사,화천군(오작교),Hwacheongun(Ojakgyo),한강,북한강,강원도 화천군 화천읍 풍산리 산 268 오작교,127.811389,38.285
109,1010677,한수원,용신교,Yongsin Kyo,한강,화천천,강원도 화천군 화천읍 상리 328,127.701667,38.1125
110,1010680,수자원공사,화천군(화천대교),Hwacheongun(Hwacheondaegyo),한강,북한강,강원도 화천군 하남면 위라리 395-11 화천대교,127.708333,38.100556
111,1010684,한수원,구오탄교,Gu)Otan Kyo,한강,지촌천,강원도 춘천시 사북면 오탄리 산1-2,127.635,38.050556
112,1010688,한수원,춘천댐,Chucheon Dam,한강,북한강,강원도 춘천시 신북읍 영서로 3741,127.670833,37.966667
113,1010690,환경부,춘천시(춘천댐),Chuncheonsi(Chuncheondam),한강,북한강,강원도 춘천시 신북읍 용산리 춘천댐,127.668333,37.968611
114,1010695,환경부,춘천시(춘천댐하류),Chuncheonsi(Chuncheondamharyu),한강,북한강,강원도 춘천시 서면 서상리 산 2-2,127.675833,37.959444
115,1011620,환경부,인제군(반월촌교),Injegun(Banwolchongyo),한강,인북천,강원도 인제군 서화면 심적리 반월촌교,128.203611,38.264444
116,1011650,수자원공사,인제군(어두원교),Injegun(Eoduweongyo),한강,북천,강원도 인제군 북면 원통리 235 어두원교,128.233611,38.135556
117,1011690,수자원공사,인제군(월학리),Injegun(Weolhakri),한강,인북천,강원도 인제군 북면 원통로 177번길 167,128.188889,38.125278
118,1011693,수자원공사,인제군(도리촌교),Injegun(Dorichongyo),한강,인북천,강원도 인제군 북면 냇강마을로 21 도리촌교,128.206944,38.1475
119,1011695,환경부,인제군(리빙스턴교),Injegun(Livingstongyo),한강,인북천,강원도 인제군 인제읍 합강리 리빙스턴교,128.183333,38.088333
120,1012630,환경부,인제군(왕성동교),Injegun(Waeongseongdonggyo),한강,내린천,강원도 인제군 상남면 미산리 왕성동교,128.322778,37.871944
121,1012635,환경부,인제군(양지교),Injegun(Yangjigyo),한강,방내천,강원도 인제군 상남면 미산리 양지교,128.288333,37.876667
122,1012640,환경부,인제군(현리교),Injegun(Hyeonrigyo),한강,방태천,강원도 인제군 기린면 현리 현리교,128.317222,37.948056
123,1012645,환경부,인제군(하죽천교),Injegun(Hajukcheongyo),한강,소양강,강원도 인제군 기린면 서리 하죽천교,128.308056,37.976944
124,1012650,수자원공사,인제군(원대교),Injegun(Weondaegyo),한강,소양강,강원도 인제군 인제읍 자작나무숲길 240 원대교,128.240556,38.008056
125,1012657,수자원공사,인제군(사구미교),Injegun(Sagumigyo),한강,소양강,강원도 인제군 인제읍 살구미길 73 사구미교,128.168333,38.055278
126,1012670,수자원공사,인제군(양구대교),Injegun(Yanggudaegyo),한강,소양강,강원도 인제군 남면 삼팔선로 1497 양구대교,128.056667,37.993889
127,1012680,수자원공사,춘천시(소양강댐),Chuncheonsi(Soyanggangdam),한강,소양강,강원도 춘천시 신북읍 신샘밭로 1128 소양강댐,127.815278,37.949167
128,1012685,환경부,춘천시(천전리),Chuncheonsi(Cheonjeonri),한강,소양강,강원도 춘천시 신북읍 천전리 61-20,127.789722,37.930278
129,1012688,수자원공사,춘천시(소양6교),Chuncheonsi(Soyang6gyo),한강,소양강,강원도 춘천시 신북읍 샘수1길 8-11 소양6교,127.776667,37.9275
130,1013620,한수원,목동교,Mokdoog Kyo,한강,가평천,경기도 가평군 북면 목동리 818-3,127.548333,37.883056
131,1013635,한수원,의암댐,Uiam Dam,한강,북한강,강원도 춘천시 신동면 옛경춘로 62-15,127.673611,37.838056
132,1013637,환경부,춘천시(소양2교),Chuncheonsi(Soyang2gyo),한강,북한강,강원도 춘천시 근화동 소양2교,127.7225,37.893056
133,1013645,환경부,춘천시(강촌교),Chuncheonsi(Gangchongyo),한강,북한강,강원도 춘천시 남산면 강촌리 강촌교,127.633611,37.8175
134,1013655,환경부,가평군(가평교),Gapyeonggun(Gapyeonggyo),한강,가평천,경기도 가평군 가평읍 읍내리 가평교,127.518056,37.831389
135,1014620,환경부,홍천군(용선교),Hongcheongun(Yongsungyo),한강,내촌천,강원도 홍천군 내촌면 답풍리 용선교,128.065278,37.813333
136,1014630,환경부,홍천군(주음치교),Hongcheongun(Jueumchigyo),한강,홍천강,강원도 홍천군 화촌면 주음치리 주음치교,127.983333,37.784444
137,1014635,한수원,후영교,Huyeong Kyo,한강,달천,충청북도 괴산군 청천면 후영리 499,127.812222,36.704722
138,1014640,환경부,홍천군(굴운교),Hongcheongun(Gyulwungyo),한강,홍천강,강원도 홍천군 화촌면 굴운리 굴운교,127.941389,37.738611
139,1014650,환경부,홍천군(홍천교),Hongcheongun(Hongcheongyo),한강,홍천강,강원도 홍천군 홍천읍 연봉리 홍천교,127.878889,37.687222
140,1014665,환경부,홍천군(남노일대교),Hongcheongun(Namnoildeagyo),한강,홍천강,강원도 홍천군 남면 남노일리 남노일대교,127.770556,37.675278
141,1014680,환경부,홍천군(반곡교),Hongcheongun(Bangokgyo),한강,홍천강,강원도 홍천군 서면 반곡리 반곡교,127.670556,37.693611
142,1014695,한수원,한덕교,Handeog Kyo,한강,홍천강,강원도 춘천시 남면 한덕리 612-17,127.611111,37.675278
143,1014696,환경부,홍천군(모곡교),Hongcheongun(Mogokgyo),한강,중방대천,강원도 홍천군 서면 모곡리 모곡교,127.605,37.671944
144,1015630,한수원,산장제1교,Sanjang 1 Kyo,한강,조종천,경기도 가평군 상면 덕현리 734,127.410278,37.755
145,1015639,한수원,청평댐,Cheongpyung Dam,한강,북한강,경기도 가평군 설악면 유명로 2630,127.424444,37.720833
146,1015640,환경부,가평군(청평댐),Gapyeonggun(Cheongpyeongdam),한강,북한강,경기도 가평군 설악면 회곡리 745-27,127.423056,37.723333
147,1015644,환경부,가평군(청평교),Gapyeonggun(Cheongpyeonggyo),한강,조종천,경기도 가평군 청평면 청평리 청평교,127.414444,37.734167
148,1015645,환경부,가평군(신청평대교),Gapyeonggun(Sincheongpyeongdaegyo),한강,북한강,경기도 가평군 청평면 삼회리 신청평대교,127.410278,37.718056
149,1015680,환경부,남양주시(삼봉리),Namyangjusi(Sambongri),한강,북한강,경기도 남양주시 조안면 삼봉리 235-1,127.339167,37.595278
150,1016607,환경부,용인시(월촌교),Yonginsi(WolChongyo),한강,경안천,경기도 용인시 처인구 모현면 갈담리 월촌교,127.239444,37.3325
151,1016650,환경부,광주시(경안교),Gwangjusi(Gyeongangyo),한강,경안천,경기도 광주시 쌍령동 경안교,127.263056,37.406667
152,1016660,환경부,광주시(섬뜰교),Gwangjusi(Sumthlgyo),한강,곤지암천,경기도 광주시 초월읍 도평리 섬뜰교,127.292778,37.399167
153,1016670,환경부,광주시(서하교),Gwangjusi(Seohagyo),한강,경안천,경기도 광주시 초월읍 서하리 서하교,127.308333,37.428889
154,1016695,환경부,광주시(광동교),Gwangjusi(Gwangdonggyo),한강,경안천,경기도 광주시 퇴촌면 광동리 광동교,127.294167,37.471111
155,1017678,한수원,팔당댐,PaldDang Dam,한강,한강,경기도 남양주시 조안면 다산로 320,127.284722,37.525
156,1017690,환경부,남양주시(팔당댐),Namyangjusi(Paldangdam),한강,한강,경기도 남양주시 조안면 능내리 팔당댐,127.283333,37.527222
157,1018610,환경부,남양주시(팔당대교),Namyangjusi(Paldangdaegyo),한강,한강,경기도 남양주시 와부읍 팔당리 팔당대교,127.239444,37.547778
158,1018620,환경부,남양주시(부평교),Namyangjusi(Bupyeonggyo),한강,왕숙천,경기도 남양주시 진접읍 부평리 부평교,127.196667,37.740278
