no,obs_code,management,name_K,name_E,watershed,river,address,long,lat
612,3101685,환경부,아산시(충무교),Asan-si(Chungmugyo),삽교천,곡교천,충청남도 아산시 염치읍 석정리 충무교,127.008333,36.797778
613,3101690,환경부,아산시(강청교),Asan-si(Gangcheonggyo),삽교천,곡교천,충청남도 아산시 염치면 가덕리 강청교,126.933611,36.821667
614,3101693,환경부,당진시(신촌리),Dangjin-si(Sinchon-ri),삽교천,삽교천,충청남도 당진시 우강면 신촌리 107-119,126.8275,36.847778
615,3201690,환경부,당진시(채운교),Dangjin-si(Chaeungyo),금강서해,역천,충청남도 당진시 우두동 채운교,126.614444,36.905
616,3203620,환경부,보령시(동대교),Boryeong-si(Dongdaegyo),금강서해,동,충청남도 보령시 동대동 동대교,126.598611,36.346667
617,3203640,수자원공사,보령시(보령댐),Boryeongsi(Boryoungdam),금강서해,웅천천,충청남도 보령시 미산면 용수리 산39-1,126.648611,36.249722
618,3203645,수자원공사,보령시(보령댐방수로),Boryeongsi(Boryoungdambangsuro),금강서해,웅천천,충청남도 보령시 미산면 용수리 산39-1,126.645,36.25
619,3203652,환경부,보령시(노천교),Boryeong-si(Nocheongyo),금강서해,웅천천,충청남도 보령시 웅천읍 노천리 노천교,126.593889,36.231111
620,3301623,환경부,완주군(마안교),Wanjugun(Maangyo),만경강,고산천,전라북도 완주군 화산면 종리 111-4,127.240833,36.008056
621,3301625,환경부,완주군(오성교),Wanjugun(Ohseonggyo),만경강,만경강,전라북도 완주군 고산면 읍내리 945-5 오성교 하류,127.215,35.973333
622,3301630,환경부,완주군(용봉교),Wanjugun(Yongbonggyo),만경강,만경강,전라북도 완주군 봉동읍 장기리 111-6 용봉교,127.170833,35.941944
623,3301635,환경부,완주군(소양용연교),Wanjugun(Soyangyongyeongyo),만경강,소양천,전라북도 완주군 소양면 황운리 212-3 소양용연교,127.2425,35.861111
624,3301640,환경부,완주군(제2소양교),Wanjugun(Je2soyanggyo),만경강,소양천,전라북도 완주군 용진면 상운리 41-18 제2소양교,127.155278,35.878056
625,3301645,환경부,완주군(하리교),Wanjugun(Harigyo),만경강,만경강,전라북도 완주군 삼례면 하리 724-1 하리교,127.098889,35.897222
626,3301652,환경부,전주시(신평교),Jeonjusi(Sinpyeonggyo),만경강,삼천,전라북도 전주시 완산구 원당동 282-5 신평교,127.116944,35.772222
627,3301654,환경부,전주시(세내교),Jeonjusi(Senaegyo),만경강,삼천,전라북도 전주시 완산구 삼천동1가 323-3 세내교,127.112222,35.7925
628,3301655,환경부,전주시(서곡교),Jeonjusi(Seogokgyo),만경강,삼천,전라북도 전주시 완산구 서신동 738-1 서곡교,127.105556,35.836389
629,3301657,환경부,전주시(서천교),Jeonjusi(Seocheongyo),만경강,전주천,전라북도 전주시완산구 서완산동1가 231-1,127.141389,35.812222
630,3301662,환경부,전주시(은석교),Jeonjusi(eunseokgyo),만경강,전주천,전라북도 전주시 완산구 색장동 151-2 은석교,127.194167,35.796944
631,3301665,환경부,전주시(미산교),Jeonjusi(Misangyo),만경강,전주천,전라북도 전주시 덕진구 전미동2가 1384-10 미산교,127.0975,35.879444
632,3301670,환경부,완주군(삼례교),Wanjugun(Samryegyo),만경강,만경강,전라북도 완주군 삼례읍 삼례리 647 삼례교 하류,127.071111,35.898333
633,3301675,환경부,익산시(인수교),Iksangun(Insugyo),만경강,익산천,전라북도 익산시 춘포면 인수리 312 인수교,127.034444,35.923056
634,3301685,환경부,익산시(만경교),Iksansi(Mangyeonggyo),만경강,만경강,전라북도 익산시 오산면 목천리 1177-5 만경교,126.931944,35.913611
635,3301688,환경부,군산시(원두교),Gunsansi(Wondugyo),만경강,탑천,전라북도 군산시 대야면 광교리 1014-1 원두교,126.856389,35.925278
636,3301690,환경부,김제시(만경대교),Gimjesi(Mangyeondaegyo),만경강,만경강,전라북도 김제시 청하면 동지산리 1100 만경대교,126.838333,35.910833
637,3302615,환경부,정읍시(행정교),Jeongeupsi(Haengjeonggyo),동진강,동진강,전라북도 정읍시 옹동면 산성리 1312 행정교,126.978333,35.615833
638,3302617,수자원공사,정읍시(종산리),Jeongeupsi(Jongsanri),만경강,평사리천,전라북도 정읍시 산외면 종산리 269,127.092778,35.592222
639,3302620,환경부,정읍시(거산교),Jeongeupsi(Geosangyo),동진강,동진강,전라북도 정읍시 태인읍 태서리 960-23 거산교,126.927222,35.648611
640,3302630,환경부,정읍시(정우교),Jeongeupsi(Jeongugyo),동진강,동진강,전라북도 정읍시 정우면 대사리 878-19 정우교,126.889167,35.676944
641,3302643,환경부,정읍시(상동교),Jeongeupsi(Sangdonggyo),동진강,정읍천,전라북도 정읍시 송산동 73-2 상동교,126.869167,35.554722
642,3302645,환경부,정읍시(죽림교),Jeongeupsi(Jukrimgyo),동진강,정읍천,전라북도 정읍시 연지동 217-5 죽림교,126.843611,35.567778
643,3302653,환경부,정읍시(정읍교),Jeongeupsi(Jeongeupgyo),동진강,정읍천,전라북도 정읍시 용계동 778-1 정읍교 하류,126.829167,35.586111
644,3302655,환경부,정읍시(정읍천대교),Jeongeupsi(Jeongeupcheondaegyo),동진강,정읍천,전라북도 정읍시 정우면 초강리 810 정읍천대교,126.864444,35.638611
645,3302657,환경부,정읍시(풍월교),Jeongeupsi(Pungwolgyo),동진강,고부천,전라북도 정읍시 영원면 풍월리 569-6,126.749167,35.645556
646,3302658,환경부,정읍시(초강리),Jeongeupsi(Chogangri),동진강,정읍천,전라북도 정읍시 정우면 초강리 819-5 정읍천대교 하?,126.862778,35.644444
647,3302660,환경부,정읍시(양전교),Jeongeupsi(Yangjeongyo),동진강,원평천,전라북도 정읍시 감곡면 삼평리 1-1,126.9075,35.747222
648,3302665,환경부,김제시(군포교),Gimjesi(Gunpogyo),동진강,동진강,전라북도 김제시 부량면 옥정리 425-4 (구)군포교,126.8175,35.717778
649,3302675,환경부,부안군(평교),Buangun(Pyeonggyo),동진강,고부천,전라북도 부안군 백산면 평교리 847 평교,126.7825,35.705556
650,3302680,환경부,김제시(용동교),Gimjesi(Yongdonggyo),동진강,두월천,전북 김제시 황산동 683-28,126.905556,35.788889
651,3302685,환경부,김제시(죽산교),Gimjesi(Juksangyo),동진강,원평천,전라북도 김제시 죽산면 죽산리 957 죽산교,126.812222,35.766667
652,4001610,환경부,진안군(좌포교),Jinangun(Jwapogyo),섬진강,섬진강,전라북도 진안군 성수면 도통리 521-5 좌포교 하류,127.318333,35.736667
653,4001620,수자원공사,임실군(호암교),Imsilgun(Hoamgyo),섬진강,섬진강,전라북도 임실군 신평면 호암리 호암교,127.240833,35.655556
654,4001660,수자원공사,순창군(운암교),Sunchanggun(Unamgyo),섬진강,추령천,전라북도 순창군 쌍치면 운암리 운암교,127.014167,35.503889
655,4002605,수자원공사,임실군(섬진강댐),Imsilgun(Seomjingangdam),섬진강,섬진강,전라북도 임실군 강진면 용수리 섬진강댐,127.110278,35.541667
656,4002610,수자원공사,임실군(회문리),Imsilgun(Hoemunri),섬진강,섬진강,전라북도 임실군 덕치면 회문리 88-5,127.137778,35.521944
657,4002640,환경부,임실군(일중리),Imsil(Iljungri),섬진강,섬진강,전라북도 임실군 덕치면 일중리 568,127.15,35.496389
658,4002690,환경부,순창군(평남리),Sunchanggun(Pyeongnamri),섬진강,섬진강,전라북도 순창군 적성면 평남리 산 119,127.215833,35.423611
659,4003650,환경부,임실군(신기교),Imsilgun(Singigyo),섬진강,오수천,전라북도 임실군 오수면 신기리 398-1 신기교,127.324722,35.507778
660,4003690,환경부,순창군(현포리),Sunchanggun(Hyunpori),섬진강,오수천,전라북도 순창군 동계면 현포리 820,127.245278,35.439444
661,4004615,환경부,순창군(유적교),Sunchanggun(Yujeokgyo),섬진강,섬진강,전라북도 순창군 적성면 고원리 928 유적교,127.209167,35.392778
662,4004630,환경부,순창군(옥천교),Sunchanggun(Okcheongyo),섬진강,경천,전라북도 순창군 순창읍 순화리 913-4 옥천교,127.133333,35.374722
663,4004640,환경부,순창군(유풍교),Sunchanggun(Yupunggyo),섬진강,경천,전라북도 순창군 풍산면 두승리 875 유풍교,127.184444,35.359167
664,4004650,환경부,곡성군(합강교),Gokseonggun(hapganggyo),섬진강,옥과천,전라남도 곡성군 옥과면 합강리 101-20 합강교,127.180556,35.321944
665,4004660,환경부,남원시(신덕리),Namwonsi(Sindeokri),섬진강,섬진강,전라북도 남원시 대강면 신덕리 190,127.216389,35.331389
666,4004690,환경부,곡성군(금곡교),Namwonsi(geumgokgyo),섬진강,섬진강,전라북도 남원시 금지면 귀석리 718-4 (구)금곡교,127.295833,35.311389
667,4005627,환경부,장수군(동화저수지),Jangsugun(Donghwajeosuji),섬진강,백운천,전라북도 장수군 번암면 죽림리 동화저수지,127.538611,35.545556
668,4005645,환경부,남원시(월석교),Namwonsi(Wolseokgyo),섬진강,요천,전라북도 남원시 산동면 월석리 222 월석교 하류,127.514444,35.497778
669,4005660,환경부,남원시(요천교),Namwonsi(Yocheongyo),섬진강,요천,전라북도 남원시 이백면 남계리 1102-1 요천교,127.436111,35.455278
670,4005670,환경부,남원시(동림교),Namwonsi(Dongrimgyo),섬진강,요천,전라북도 남원시 신촌동 460 동림교,127.391389,35.408611
671,4005690,환경부,남원시(요천대교),Namwonsi(Yocheondaegyo),섬진강,요천,전라북도 남원시 송동면 세전리 1336-77 요천대교,127.311389,35.318889
672,4006660,환경부,곡성군(고달교),Gokseonggun(Godalgyo),섬진강,섬진강,전라남도 곡성군 고달면 뇌죽리 964-2 고달교 상류,127.329722,35.294722
673,4006680,환경부,곡성군(예성교),Gokseonggun(Yeseonggyo),섬진강,섬진강,전라남도 곡성군 오곡면 압록리 330-1,127.374167,35.198611
674,4007625,수자원공사,보성군(보성강댐),Boseonggun(Boseonggangdam),섬진강,보성강,전라남도 보성군 겸백면 용산리 보성강댐,127.144722,34.805278
675,4007630,수자원공사,보성군(가장교),Boseonggun(Gajanggyo),섬진강,보성강,전라남도 보성군 겸백면 석호리 가장교,127.1475,34.831111
676,4007660,수자원공사,화순군(동복댐),Hwasungun(Dongbokdam),섬진강,동복천,전라남도 화순군 동복면 연월리 동복댐,127.102222,35.0825
677,4007670,수자원공사,화순군(용리교),Hwasungun(Yongrigyo),섬진강,동복천,전라남도 화순군 남면 용리 용리교,127.113611,35.026944
678,4007695,수자원공사,순천시(주암댐),Suncheonsi(Juamdam),섬진강,보성강,전라남도 순천시 주암면 구산리 주암댐,127.236944,35.062222
679,4008650,수자원공사,순천시(광천교),Suncheonsi(Gwangcheongyo),섬진강,보성강,전라남도 순천시 주암면 구산리 광천교,127.236944,35.076111
680,4008655,수자원공사,곡성군(목사동2교),Gokseonggun(Moksadong2gyo),섬진강,보성강,전라남도 곡성군 목사동면 공북리 목사동2교,127.256944,35.13
681,4008660,환경부,곡성군(목사동1교),Gokseonggun(Moksadong1gyo),섬진강,보성강,전라남도 곡성군 목사동면 평리 590-1 목사동1교,127.298889,35.127778
682,4008670,환경부,곡성군(태안교),Gokseonggun(Taeangyo),섬진강,보성강,전라남도 곡성군 죽곡면 유봉리 549-24 태안교,127.346667,35.160278
683,4009608,환경부,순천시(용서교),Suncheonsi(Yongseogyo),섬진강,황전천,전라남도 순천시 황전면 선변리 1142 용서교,127.463333,35.149444
684,4009610,환경부,구례군(구례교),Guryegun(Guryegyo),섬진강,섬진강,전라남도 구례군 구례읍 신월리 595-1 구례교,127.454167,35.165556
685,4009625,환경부,구례군(서시교),Guryegun(Seosigyo),섬진강,서시천,전라남도 구례군 구례읍 봉동리 574-1 서시교,127.474722,35.211111
686,4009630,환경부,구례군(송정리),Guryegun(Songjeongri),섬진강,섬진강,전라남도 구례군 토지면 송정리 639-1,127.558611,35.192222
687,4009638,환경부,하동군(가탄교),Hadonggun(Gatangyo),섬진강,화개천,경상남도 하동군 화개면 탑리 851 가탄교,127.632778,35.200278
688,4009640,환경부,광양시(남도대교),Gwangyangsi(Namdodaegyo),섬진강,섬진강,전라남도 광양시 다압면 하천리 537-5,127.626111,35.180833
689,4009650,환경부,광양시(고사리),Gwangyangsi(Gosari),섬진강,섬진강,전라남도 광양시 다압면 고사리 산 66-15,127.685833,35.135
690,4009665,환경부,하동군(읍내리),Hadonggun(Eupnaeri),섬진강,섬진강,경상남도 하동군 하동읍 읍내리 1563,127.740278,35.066667
691,4009670,환경부,하동군(대석교),Hadonggun(Daeseokgyo),섬진강,횡천강,경상남도 하동군 적량면 고절리 1192-3 대석교,127.783611,35.059167
692,4104603,수자원공사,순천시(송전교),Suncheonsi(Songjeongyo),섬진강남해,이사천,전라남도 순천시 승주읍 신성리 송전교,127.381667,35.005
693,4104610,수자원공사,순천시(노동교),Suncheonsi(Nodonggyo),섬진강남해,석흥천,전라남도 순천시 상사면 봉래리 노동교,127.378333,34.953889
694,4104620,수자원공사,순천시(주암조절지댐),Suncheonsi(Juamjojeoljidam),섬진강남해,이사천,전라남도 순천시 상사면 용계리 주암조절지댐,127.419722,34.945556
695,4104625,수자원공사,순천시(주암조절지방수로),Suncheonsi(Juamjojeoljibangsuro),섬진강남해,이사천,전라남도 순천시 상사면 용계리 주암조절지방수로,127.425833,34.945278
696,4104655,수자원공사,순천시(주암조절지조정지댐),Suncheonsi(Juamjojeoljijojeongjidam),섬진강남해,이사천,전라남도 순천시 상사면 용계리 주암조절지조정지댐,127.439167,34.946944
697,4104665,환경부,순천시(노디목교),Suncheonsi(Nodimokgyo),섬진강남해,이사천,전라남도 순천시 상사면 응령리 678 노디목교,127.453333,34.940556
698,4104680,환경부,순천시(동천교),Suncheonsi(Dongcheongyo),섬진강남해,순천동천,전라남도 순천시 풍덕동 630-1,127.502778,34.930278
699,4104685,환경부,순천시(연동교),Suncheonsi(Yeondonggyo),섬진강남해,이사천,전라남도 순천시 교량동 1135-71 연동교,127.4875,34.916667
700,4105630,환경부,광양시(서산교),Gwangyangsi(Seosangyo),섬진강남해,광양서천,전라남도 광양시 광양읍 칠성리 881-2,127.58,34.967778
701,4105640,환경부,광양시(용강교),Gwangyangsi(Yongganggyo),섬진강남해,광양동천,전라남도 광양시 광양읍 용강리 820,127.601944,34.974722
702,4105665,수자원공사,광양시(지원교),Gwangyangsi(Jiwongyo),섬진강남해,수어천,전라남도 광양시 진상면 지원리 신지원교,127.723056,35.015833
703,4105670,수자원공사,광양시(수어천교),Gwangyangsi(Sueocheongyo),섬진강남해,수어천,전라남도 광양시 진월면 진정리 수어천교,127.723889,34.988333
704,5001610,환경부,담양군(담양댐),Damyanggun(Damyangdam),영산강,영산강,전라남도 담양군 용면 도림리 산 139-3 취수탑 도교,127.013889,35.373333
705,5001615,환경부,담양군(금월교),Damyanggun(Geumwolgyo),영산강,영산강,전라남도 담양군 담양읍 학동리 6-4 금월교 하류,127.016667,35.332778
706,5001618,수자원공사,담양군(장천교),Damyanggun(Jangcheongyo),영산강,용천,전라남도 담양군 용면 두장리 장천교,126.99,35.348056
707,5001620,환경부,담양군(덕용교),Damyanggun(Deokyonggyo),영산강,오례천,전라남도 담양군 무정면 봉안리 1039-59 덕용교,127.039167,35.289444
708,5001625,환경부,담양군(삼지교),Damyanggun(Samjigyo),영산강,영산강,전라남도 담양군 수북면 정중리 81-4 삼지교 하류,126.935833,35.270556
709,5001627,환경부,담양군(양지교),Damyanggun(Yangjigyo),영산강,증암천,전라남도 담양군 봉산면 양지리 754-1,126.943611,35.256111
710,5001630,환경부,담양군(광주댐),Damyanggun(Gwangjudam),영산강,증암천,전라남도 담양군 고서면 분향리 산 6-3,126.989444,35.2
711,5001640,환경부,광주광역시(용산교),Gwangju(Yongsangyo),영산강,영산강,광주광역시 북구 용전동 1027-3 용산교 하류,126.888611,35.240556
712,5001645,환경부,광주광역시(첨단대교),Gwangju(Cheomdandaegyo),영산강,영산강,광주광역시 광산구 오룡동 57-3,126.856944,35.2175
713,5001650,환경부,광주광역시(유촌교),Gwangju(Yuchongyo),영산강,광주천,광주광역시 서구 유촌동 30 유촌교,126.856667,35.166944
714,5001655,환경부,광주광역시(풍영정천2교),Gwangju(Pungyeongjeongcheon2gyo),영산강,풍영정천,광주광역시 광산구 월곡동 321-73 풍영정천2교 하류,126.814722,35.171667
715,5001660,환경부,광주광역시(어등대교),Gwangju(Eodeungdaegyo),영산강,영산강,광주광역시 광산구 우산동 505 어등대교 하류,126.823056,35.16
716,5001670,환경부,광주광역시(설월교),Gwangju(Seolwolgyo),영산강,광주천,광주광역시 동구 학동 1003-1 설월교,126.9275,35.129444
717,5001673,환경부,광주광역시(천교),Gwangju(cheongyo),영산강,광주천,광주광역시 서구 양동 441 천교,126.907222,35.151111
718,5001680,환경부,광주광역시(극락교),Gwangju(Geukrakgyo),영산강,영산강,광주광역시 서구 벽진동 564-1 극락교 하류,126.825833,35.135833
719,5002610,환경부,장성군(용동교),Jangseonggun(Yongdonggyo),영산강,북하천,전남 장성군 북하면 성암리 1165-3,126.890833,35.404444
720,5002620,환경부,장성군(장성댐),Jangseonggun(Jangseongdam),영산강,황룡강,전라남도 장성군 장성읍 용강리 2-4 취수탑,126.819444,35.359444
721,5002643,환경부,장성군(금계리),Jangseonggun(Geumgyeri),영산강,개천,전라남도 장성군 서삼면 금계리 566-27,126.776111,35.319444
722,5002650,환경부,장성군(제2황룡교),Jangseonggun(Je2hwangryonggyo),영산강,황룡강,전라남도 장성군 황룡면 월평리 163 (구)제2황룡교,126.77,35.290833
723,5002660,환경부,광주광역시(용진교),Gwangju(Yongjingyo),영산강,황룡강,광주광역시 광산구 임곡동 565-2 용진교,126.746667,35.215278
724,5002670,수자원공사,장성군(죽탄교),Jangseonggun(Juktangyo),영산강,평림천,전라남도 장성군 삼계면 상도리 죽탄교,126.699722,35.2525
725,5002677,환경부,광주광역시(평림교),Gwangju(Pyungrimgyo),영산강,평림천,광주광역시 광산구 오운동 349 평림교,126.69,35.165278
726,5002690,환경부,광주광역시(장록교),Gwangju(Jangrokgyo),영산강,황룡강,광주광역시 광산구 도산동 976-19 장록교 하류,126.785,35.134167
727,5003604,수자원공사,화순군(세청교),Hwasungun(Secheonggyo),영산강,지석천,전라남도 화순군 이양면 오류리 세청교,126.986667,34.890278
728,5003605,환경부,화순군(용두교),Hwasungun(Yongdugyo),영산강,지석천,전라남도 화순군 춘양면 용두리 415-1 용두교,126.982778,34.940278
729,5003610,환경부,화순군(능주교),Hwasungun(Neungjugyo),영산강,지석천,전라남도 화순군 능주면 석고리 154 능주교 하류,126.960278,34.996944
730,5003615,환경부,화순군(주도교),Hwasungun(Judogyo),영산강,화순천,전라남도 화순군 화순읍 서태리 1022-10 주도교 상류,126.9475,35.032778
731,5003620,환경부,화순군(신성교),Hwasungun(Sinseonggyo),영산강,지석천,전라남도 화순군 도곡면 평리 484 신성교 하류,126.896111,35.003611
732,5003640,환경부,나주시(나주댐),Najusi(Najudam),영산강,대초천,전라남도 나주시 다도면 판촌리 산 104-8 취수탑 도교,126.844444,34.963889
733,5003650,환경부,나주시(우산교),Najusi(Usangyo),영산강,대초천,전라남도 나주시 남평읍 우산리 2413-191 우산교,126.8825,34.983333
734,5003680,환경부,나주시(남평교),Najusi(Nampyeonggyo),영산강,지석천,전라남도 나주시 남평읍 남평리 283 (구)남평교,126.845278,35.049444
735,5004620,환경부,광주광역시(승용교),Gwangju(Seungyonggyo),영산강,영산강,광주광역시 광산구 용봉동 251-36 승용교,126.775556,35.0725
736,5004630,환경부,승촌보(하류),Seungchonbo(Haryu),영산강,영산강,광주광역시 남구 승촌동 495-4천,126.759722,35.063333
737,5004650,환경부,나주시(나주대교),Najusi(Najudaegyo),영산강,영산강,전라남도 나주시 삼도동 913 나주대교 상류,126.732222,35.037222
738,5004655,환경부,나주시(동곡리),Najusi(Donggokri),영산강,만봉천,전라남도 나주시 세지면 동곡리 231-1,126.716111,34.9675
739,5004670,환경부,나주시(영산교),Najusi(Yeongsangyo),영산강,영산강,전라남도 나주시 영산동 319 영산교 하류부,126.704722,34.998889
740,5004690,환경부,나주시(회진리),Najusi(hoejinri),영산강,영산강,전라남도 나주시 다시면 회진리 533,126.671111,34.998889
741,5004696,환경부,죽산보,Juksanbo,영산강,영산강,전라남도 나주시 왕곡면 옥곡리 114-28 죽산교,126.635556,34.971944
742,5004698,환경부,죽산보(하류),Juksanbo(Haryu),영산강,영산강,전라남도 나주시 다시면 죽산리 1175-3,126.623333,34.969444
743,5005650,환경부,함평군(나산교),Hampyeonggun(Nasangyo),영산강,고막원천,전라남도 함평군 나산면 삼축리 1332-14 나산교 하류,126.611944,35.111667
744,5005680,환경부,함평군(원고막교),Hampyeonggun(Wongomakgyo),영산강,고막원천,전라남도 함평군 학교면 고막리 산 3 원고막교 상류,126.591111,35.035278
745,5006610,환경부,함평군(동강교),Hampyeonggun(Dongganggyo),영산강,영산강,전라남도 함평군 학교면 곡창리 760-9 동강교 상류,126.545556,34.984167
746,5006617,환경부,함평군(대동저수지),Hampyeonggun(Daedongjeosuji),영산강,함평천,전라남도 함평군 대동면 운교리 대동저수지,126.510556,35.119444
747,5006620,환경부,함평군(영수교),Hampyeonggun(Yeongsugyo),영산강,함평천,전라남도 함평군 함평읍 기각리 943-7 영수교 상류,126.522778,35.066111
748,5006630,환경부,함평군(학야교),Hampyeonggun(Hakyagyo),영산강,함평천,전라남도 함평군 엄다면 학야리 36-3 학야교 하류,126.528333,35.018611
749,5006670,환경부,무안군(몽탄대교),Muangun(Mongtandaegyo),영산강,영산강,전라남도 무안군 몽탄면 몽강리 628-21 몽탄대교 상류,126.521667,34.904167
750,5007640,환경부,영암군(해창교),Yeongamgun(Haechanggyo),영산강,영암천,전라남도 영암군 덕진면 용산리 1055 해창교,126.649722,34.820833
751,5008690,환경부,하구언(내),Hagueon(nae),영산강,영산강,전라남도 영암군 삼호면 나불리 964 삼호대교,126.449167,34.786111
752,5008695,환경부,하구언(외),Hagueon(oe),영산강,영산강,전라남도 영암군 삼호면 나불리 964 하구언,126.449167,34.786111
753,5101620,수자원공사,장흥군(동산교),Jangheunggun(Dongsangyo),탐진강,탐진강,전라남도 장흥군 유치면 봉덕리 동산교,126.890556,34.816389
754,5101631,수자원공사,장흥군(장흥댐),Jangheunggun(Jangheungdam),탐진강,탐진강,전라남도 장흥군 부산면 지천리 장흥댐,126.882778,34.753333
755,5101650,환경부,장흥군(별천교),Jangheunggun(Byeolcheongyo),탐진강,탐진강,전라남도 장흥군 부산면 금자리 1118-16 별천교 하류,126.906111,34.731389
756,5101670,환경부,장흥군(예양교),Jangheunggun(Yeyanggyo),탐진강,탐진강,전라남도 장흥군 장흥읍 예양리 197-1 예양교 하류,126.903056,34.674722
757,5101675,환경부,장흥군(감천교),Jangheunggun(Gamcheongyo),탐진강,금강천,전라남도 장흥군 장흥읍 순지리 144-7 감천교,126.886667,34.662222
758,5101680,수자원공사,강진군(풍동리),Gangjingun(Pungdongri),탐진강,탐진강,전라남도 강진군 군동면 풍동리 1104,126.870278,34.649444
759,5101690,환경부,강진군(석교교),Gangjingun(Seokgyogyo),탐진강,탐진강,전라남도 강진군 군동면 석교리 33-4 석교교 상류,126.816111,34.636389
760,5301660,환경부,고창군(부정교),Gochanggun(Bujeonggyo),영산강서해,주진천,전라북도 고창군 아산면 계산리 695-42 부전교,126.623333,35.4725
761,5301690,환경부,고창군(용선교),Gochanggun(Yongseongyo),영산강서해,주진천,전라북도 고창군 심원면 용기리 502-8,126.595,35.529444
762,5302620,환경부,영광군(반와교),Yeonggwanggun(Banwagyo),영산강서해,와탄천,전라남도 영광군 영광읍 양평리 522-4 반와교,126.507222,35.316389
