no_1,obs_code,manageme_1,name_K_1,name_E_1,watershe_1,address_1,long,lat_1,start_1,Ele,level_1,remark_1
1,10014010,환경부,평창군(월정분교),Pyeongchanggun(Woljeongbungyo),한강,강원도 평창군 진부면 내동산길 4 진부초등학교 월정?,128.599167,37.709444,1916-01-01,614.2,우수(B),
2,10014020,환경부,정선군(정선군2청사),Jeongseongun(Jeongseongun2chungsa),한강,강원도 정선군 정선읍 녹송4길 71 정선군 제2청사,128.673611,37.383333,1916-07-01,316.7,우수(B),
3,10014080,환경부,강릉시(대기리),Gangneungsi(Daegiri),한강,강원도 강릉시 왕산면 대기리 922-1,128.7775,37.586111,1983-07-01,632.2,우수(B),
4,10014090,환경부,정선군(고한읍사무소),Jeongseongun(Gohaneupsamuso),한강,강원도 정선군 고한읍 고한2길 1 고한읍행정복지센터,128.851667,37.204167,1983-07-01,724.2,우수(B),
5,10014100,환경부,삼척시(번천리),Samcheoksi(Beoncheonri),한강,강원도 삼척시 하장면 번천리 125-1,128.997222,37.365833,1983-07-01,739,우수(B),
6,10014110,수자원공사,평창군(상진부리),Pyeongchanggun(Sangjinburi),한강,강원도 평창군 진부면 상진부리 42-4,128.575833,37.660833,1985-08-30,574,최적(A),
7,10014120,수자원공사,평창군(수하리),Pyeongchanggun(Suhari),한강,강원도 평창군 대관령면 수하리 142-2,128.705278,37.661944,1985-08-30,800,최적(A),
8,10014130,수자원공사,정선군(여탄리),Jeongseongun(Yeotanri),한강,강원도 정선군 정선읍 여탄리 300-3,128.701944,37.386111,1985-08-30,300,최적(A),
9,10014140,수자원공사,정선군(송계리),Jeongseongun(Songgyeri),한강,강원 정선군 임계면 서동로 4142-12,128.817778,37.496944,1985-08-30,498,최적(A),
10,10014150,수자원공사,정선군(직전리),Jeongseongun(Jikjeonri),한강,강원도 정선군 사북면 직전리 588-2,128.813889,37.240556,1985-08-30,790,최적(A),
11,10014160,수자원공사,평창군(율치리),Pyeongchanggun(Yulchiri),한강,강원도 평창군 미탄면 돈너머길 250-6,128.490278,37.327778,1992-06-15,610,최적(A),
12,10014170,수자원공사,강릉시(대기리2),Gangneungsi(Daegiri2),한강,강원도 강릉시 왕산면 배나드리길 8,128.742222,37.575833,1986-05-10,620,최적(A),(관측소명 변경) 강릉시(대기리) → 강릉시(대기리2)
13,10014180,수자원공사,삼척시(광동리),Samcheoksi(Gwangdongri),한강,강원도 삼척시 하장면 광동리 120,128.933889,37.3525,1986-05-10,600,최적(A),
14,10014190,수자원공사,삼척시(광동댐),Samcheoksi(Gwangdongdam),한강,강원도 삼척시 하장면 백두대간로 2173-100,128.963889,37.338889,1989-01-01,681,최적(A),
15,10014197,수자원공사,태백시(상사미동),Taebaeksi(Sangsamidong),한강,강원도 태백시 백두대간로 1373,128.988889,37.283056,2007-12-24,714.9,최적(A),
16,10014200,수자원공사,평창군(회동리),Pyeongchanggun(Hoedongri),한강,강원도 평창군 미탄면 수리재길 21,128.485,37.375,1992-06-15,660,최적(A),
17,10014210,수자원공사,평창군(수항리),Pyeongchanggun(Suhangri),한강,강원도 평창군 진부면 오대천로 936-39,128.565278,37.563611,1992-06-15,490,최적(A),
18,10014220,수자원공사,정선군(문곡리),Jeongseongun(Mungokri),한강,강원도 정선군 남면 문곡리 산273-5,128.676389,37.271111,1992-06-15,800,최적(A),
19,10014230,수자원공사,정선군(유천리),Jeongseongun(Yucheonri),한강,강원도 정선군 여량면 노추산로 205,128.7175,37.49,1982-07-01,380,최적(A),(주소 변경) 노추산로 203 → 노추산로 205
20,10014240,수자원공사,정선군(덕암리),Jeongseongun(Deogamri),한강,강원도 정선군 임계면 덕암리 297-1,128.831111,37.36,1992-06-15,720,최적(A),
21,10014260,한수원,송천1교,Songcheon 1 Kyo,한강,강원도 평창군 대관령면 횡계리 661,128.709722,37.668056,2013-12-30,734.64,보통(C),한강홍수통제소
22,10024010,환경부,평창군(가평초교),Pyeongchanggun(Gapyeongchogyo),한강,강원도 평창군 대화면 가평로 400 가평초등학교,128.482222,37.447222,1915-01-14,472.9,우수(B),
23,10024060,환경부,평창군(방림면사무소),Pyeongchanggun(Bangrimmyeonsamuso),한강,강원도 평창군 방림면 서동로 1337 방림면사무소,128.394167,37.426389,1964-06-14,364,우수(B),
24,10024090,환경부,평창군(흥정리),Pyeongchanggun(Heungjeongri),한강,강원도 평창군 봉평면 흥정리계곡4길 61-4,128.316944,37.651111,1982-07-14,651.4,우수(B),
25,10024100,환경부,평창군(계촌리),Pyeongchanggun(Gyechonri),한강,강원도 평창군 방림면 고원로 1249 (구)헴프전시체험?,128.345556,37.454167,1982-07-01,450.1,우수(B),
26,10024110,환경부,평창군(유포리),Pyeongchanggun(Yupori),한강,강원도 평창군 봉평면 유포리 597-10,128.377222,37.525556,1982-07-14,489.2,우수(B),
27,10024120,환경부,평창군(유포리2),Pyeongchanggun(Yupori2),한강,강원도 평창군 봉평면 금당계곡로 1761 (구)등매비룡?,128.393333,37.551667,1982-07-01,492.5,우수(B),
28,10024130,환경부,평창군(도사리),Pyeongchanggun(Dosari),한강,강원도 평창군 용평면 도사리 332-1,128.439167,37.610556,1982-07-14,566.6,우수(B),장비고장 일시운영정지 (5.15~5.17)
29,10024140,환경부,평창군(고길리),Pyeongchanggun(Gogilri),한강,강원도 평창군 평창읍 고길리 산1-2,128.456111,37.404722,1982-07-14,456.9,우수(B),
30,10024150,환경부,평창군(신리),Pyeongchanggun(Sinri),한강,강원도 평창군 대화면 신리 597-8 송빈공원,128.456944,37.534444,1982-07-14,484.9,우수(B),
31,10024160,환경부,평창군(이승복기념관),Pyeongchanggun(Iseungbokginyeomgwan),한강,강원도 평창군 용평면 운두령로 500-11 이승복기념관,128.462778,37.674167,1982-07-01,704.6,우수(B),
32,10024170,수자원공사,영월군(무릉리),Yeongwolgun(Mureungri),한강,강원도 영월군 무릉도원면 명마동길 24-3,128.281944,37.284444,1985-08-30,270,최적(A),
33,10024180,수자원공사,평창군(계촌리2),Pyeongchanggun(Gyechonri2),한강,강원도 평창군 방림면 계촌리 산582-4,128.296111,37.446389,1985-08-30,680,최적(A),(관측소명 변경) 평창군(계촌리) → 평창군(계촌리2)
34,10024190,수자원공사,평창군(원길리),Pyeongchanggun(Wongilri),한강,강원도 평창군 봉평면 원길리 417-2,128.378056,37.631944,1985-08-30,300,최적(A),
35,10024200,수자원공사,평창군(후평리),Pyeongchanggun(Hupyeongri),한강,강원도 평창군 평창읍 후평길 62,128.386944,37.377778,1985-08-30,295,최적(A),
36,10024210,수자원공사,평창군(대화리),Pyeongchanggun(Daehwari),한강,강원도 평창군 대화면 대화리 산427,128.455,37.492778,1985-08-30,500,최적(A),
37,10024220,수자원공사,영월군(북쌍리),Yeongwolgun(Bukssangri),한강,강원도 영월군 남면 북쌍리 257-4,128.409167,37.194167,1985-08-30,200,최적(A),
38,10024230,수자원공사,횡성군(부곡리),Hoengseonggun(Bugokri),한강,강원도 횡성군 강림면 태종로 753,128.079167,37.328611,1986-05-10,480,최적(A),
39,10024240,수자원공사,원주시(황둔리),Wonjusi(Hwangdunri),한강,강원도 원주시 신림면 황둔리 1588-8,128.1425,37.251111,1992-06-15,460,최적(A),
40,10024250,수자원공사,횡성군(상안리),Hoengseonggun(Sanganri),한강,강원도 횡성군 안흥면 서동로상안2길 25-24,128.189722,37.411667,1967-01-01,480,최적(A),
41,10024260,수자원공사,영월군(연덕리),Yeongwolgun(Yeondeokri),한강,강원도 영월군 북면 연덕리 산222,128.421389,37.282778,1992-06-15,360,최적(A),
42,10034050,환경부,단양군(영춘중교),Danyanggun(Yeongchunjoonggyo),한강,충청북도 단양군 영춘면 온달평강로 105 영춘중학교,128.484167,37.082222,1962-07-01,176.8,우수(B),
43,10034060,환경부,제천시(덕주휴게소),Jecheonsi(Deokjuhugaeso),한강,충청북도 제천시 한수면 송계리 1149 덕주휴게소,128.088611,36.863611,1984-03-05,214.9,우수(B),장비고장 일시운영정지 (11.8~11.9)
44,10034070,환경부,단양군(올산리),Danyanggun(Olsanri),한강,충청북도 단양군 대강면 올산리 159-2,128.372222,36.84,1984-03-05,572.3,우수(B),
45,10034080,수자원공사,제천시(평동리),Jecheonsi(Pyeongdongri),한강,충청북도 제천시 백운면 평동리 229-5,128.0225,37.138889,1985-08-30,200,최적(A),
46,10034090,수자원공사,제천시(물태리),Jecheonsi(Multaeri),한강,충청북도 제천시 청풍면 물태리 산8,128.17,36.995278,1985-08-30,180,최적(A),
47,10034100,수자원공사,단양군(하방리),Danyanggun(Habangri),한강,충청북도 단양군 단성면 하방리 산15-2,128.325,36.9425,1985-08-30,265,최적(A),
48,10034110,수자원공사,단양군(오사리),Danyanggun(Osari),한강,충청북도 단양군 영춘면 오사리 339-2,128.510833,37.099167,1985-08-30,170,최적(A),
49,10034120,수자원공사,영월군(주문리),Yeongwolgun(Jumunri),한강,강원도 영월군 김삿갓면 모운동길 461-23,128.614444,37.139167,1985-08-30,540,최적(A),
50,10034130,수자원공사,충주시(충주댐),Chungjusi(Chungjudam),한강,충청북도 충주시 동량면 지등로 620,127.992222,37.0075,1985-08-30,100,우수(B),
51,10034140,수자원공사,단양군(가평리),Danyanggun(Gapyeongri),한강,충청북도 단양군 매포읍 가평3길 3,128.285556,37.069167,1986-05-10,200,최적(A),
52,10034150,수자원공사,제천시(삼거리),Jecheonsi(Samgeori),한강,충청북도 제천시 봉양읍 삼거리 산220-3,128.135278,37.087778,1992-06-15,320,최적(A),
53,10034160,수자원공사,제천시(도전리),Jecheonsi(Dojeonri),한강,충청북도 제천시 덕사면 도전리 907-9,128.1575,36.899722,1992-06-15,350,최적(A),
54,10034170,수자원공사,단양군(율곡리),Danyanggun(Yulgokri),한강,충청북도 단양군 어상천면 율곡리 199,128.381389,37.059722,1992-06-15,210,최적(A),
55,10034180,수자원공사,영월군(내리),Yeongwolgun(Naeri),한강,강원도 영월군 김삿갓면 내리 280,128.7075,37.095278,1992-06-15,810,최적(A),
56,10044010,환경부,괴산군(청천면사무소),Goesangun(Cheongcheonmyeonsamuso),한강,충청북도 괴산군 청천면 괴산로 1342-1 청천면사무소,127.7375,36.660556,1960-08-01,182.9,우수(B),
57,10044020,환경부,충주시(수안보면사무소),Chungjusi(Suanbomyeonsamuso),한강,충청북도 충주시 수안보면 관동길 9-9 수안보면행정복,127.994722,36.847222,1962-07-01,218.6,우수(B),장비고장 일시운영정지 (9.27~10.1)
58,10044030,환경부,괴산군(연풍초교),Goesangun(Yeonpungchogyo),한강,충청북도 괴산군 연풍면 중앙로 53 연풍초등학교,127.9975,36.761944,1962-07-01,228.5,우수(B),장비고장 일시운영정지 (6.10~6.11)
59,10044060,환경부,보은군(법주분교),Boeungun(Beopjubungyo),한강,충청북도 보은군 속리산면 속리산로 743 수정초등학교,127.806389,36.510278,1973-01-01,325.2,보통(C),장비고장 일시운영정지 (5.30~5.31)
60,10044080,환경부,상주시(입석분교),Sangjusi(Ipseokbungyo),한강,경상북도 상주시 화북면 문장로 2645 화북초등학교 입,127.886111,36.638056,1984-01-01,266.5,우수(B),장비고장 일시운영정지 (5.15~5.18)
61,10044090,환경부,보은군(법주사),Boeungun(Beopjusa),한강,충청북도 보은군 속리산면 법주사로 421 법주사,127.8325,36.540833,1984-03-05,357.9,우수(B),
62,10044100,수자원공사,괴산군(고마리),Goesangun(Gomari),한강,충청북도 괴산군 소수면 고마리 339-1,127.734167,36.818333,1985-08-30,200,최적(A),
63,10044110,환경부,청주시(성대리),Cheongjusi(Seongdaeri),한강,충청북도 청주시 상당구 미원면 성대리 596-29,127.658333,36.617222,1989-07-01,229.6,우수(B),
64,10044120,수자원공사,충주시(대곡리),Chungjusi(Daegokri),한강,충청북도 충주시 주덕읍 대곡리 387-5,127.760556,36.963056,1991-11-12,110,최적(A),
65,10044130,수자원공사,충주시(향산리),Chungjusi(Hyangsanri),한강,충청북도 충주시 살미면 향산리 492,127.924167,36.924722,1991-11-12,100,최적(A),
66,10044140,수자원공사,괴산군(오가리),Goesangun(Ogari),한강,충청북도 괴산군 장연면 오가리 641-12,127.954444,36.81,1991-11-12,300,최적(A),
67,10044150,환경부,음성군(음성고교),Eumseonggun(Eumseonggogyo),한강,충청북도 음성군 음성읍 중앙로 109-16 음성고등학교,127.686111,36.934167,1996-12-01,180,우수(B),
68,10044160,환경부,괴산군(송면중교),Goesangun(Songmyeonjoonggyo),한강,충청북도 괴산군 청천면 문장로 2915 송면중학교,127.874722,36.66,1996-12-01,241.6,우수(B),
69,10044170,환경부,괴산군(문당리),Goesangun(Mundangri),한강,충청북도 괴산군 청안면 문당리 932-2,127.671667,36.741389,1998-03-01,298.9,우수(B),장비고장 일시운영정지 (5.28~6.1)
70,10044180,환경부,보은군(탁주리),Boeungun(Takjuri),한강,충청북도 보은군 산외면 탁주리 105-2 원평삼거리,127.748889,36.569722,1998-03-01,269.8,우수(B),
71,10044182,한수원,괴산댐,Kwoesan Dam,한강,충청북도 괴산군 칠성면 산막이옛길 43,127.843056,36.759167,1986-01-06,117.5,보통(C),
72,10044270,한수원,송면리,Songmyeon Li,한강,충청북도 괴산군 청천면 송면리 120,127.863611,36.671389,2008-06-20,226,보통(C),
73,10044280,한수원,미원리,Miwon Li,한강,충청북도 청원군 미원면 미원리 403-4,127.659722,36.622778,2008-06-20,225,보통(C),
74,10044282,한수원,내속리,Naesog Li,한강,충청북도 보은군 내속리면 상판리 86-9,127.811111,36.510833,2008-06-20,325,보통(C),
75,10044284,한수원,부흥리,Buhueng Li,한강,충청북도 괴산군 청안면 부흥리 264,127.731944,36.703056,2008-06-20,197,보통(C),
76,10044285,한수원,고성교,Kosung Kyo,한강,충청북도 괴산군 청천면 고성리 575,127.763333,36.666111,2020-06-04,167.58,보통(C),
77,10044286,한수원,후영교,Huyoung Kyo,한강,충청북도 괴산군 청천면 후영리 499,127.812222,36.704722,2020-06-04,149.25,보통(C),
78,10054010,환경부,원주시(법천교),Wonjusi(Beopcheongyo),한강,강원도 원주시 부론면 법천리 법천교,127.754167,37.204444,1962-07-01,56.7,우수(B),
79,10054020,환경부,충주시(엄정면사무소),Chungjusi(Aumjungmyeonsamuso),한강,충청북도 충주시 엄정면 내창로 185 엄정면행정복지센,127.915,37.086389,1962-07-01,83.7,우수(B),
80,10054030,환경부,충주시(용대리),Chungjusi(Yongdaeri),한강,충청북도 충주시 앙성면 용대리 485-1,127.751667,37.086944,1989-07-01,205,우수(B),
81,10064020,환경부,횡성군(횡성군청),Hoengseonggun(Hoengseonggunchung),한강,강원도 횡성군 횡성읍 태기로 15 횡성군청,127.985,37.492222,1916-07-01,138.7,우수(B),
82,10064030,환경부,양평군(양동주민자치센터),Yangpyeonggun(Yangdongjuminjachicenter),한강,경기도 양평군 양동면 학둔지아래길 24 양동주민자치?,127.751389,37.424444,1962-07-01,135.2,우수(B),
83,10064040,환경부,횡성군(청일면사무소),Hoengseonggun(Cheongilmyeonsamuso),한강,강원도 횡성군 청일면 유동로 17 청일면행정복지센터,128.150278,37.583889,1962-07-01,231.4,우수(B),
84,10064050,환경부,원주시(지정면사무소),Wonjusi(Jijungmyeonsamuso),한강,강원도 원주시 지정면 간현로 126 지정면행정복지센터,127.839722,37.362222,1966-09-01,72.2,우수(B),
85,10064060,환경부,원주시(문막교),Wonjusi(Munmakgyo),한강,강원도 원주시 문막읍 문막리 문막교,127.810278,37.305,1980-06-01,65,우수(B),
86,10064070,환경부,원주시(서곡초교),Wonjusi(Seogokchogyo),한강,강원도 원주시 판부면 용수골길 159 서곡초등학교,127.939444,37.298333,1996-12-01,189.3,우수(B),
87,10064080,환경부,횡성군(우항리),Hoengseonggun(Uhhangri),한강,강원도 횡성군 우천면 우항리 658-3,128.065278,37.461667,1998-03-01,189.6,우수(B),
88,10064090,환경부,원주시(흥양초교),Wonjusi(Huengyangchogyo),한강,강원도 원주시 소초면 하초구길 6 흥양초등학교,127.997778,37.380556,1998-03-01,187.4,우수(B),장비고장 일시운영정지 (3.1~3.4)
89,10064100,수자원공사,횡성군(춘당리),Hoengseonggun(Chundangri),한강,강원도 횡성군 청일면 춘당리 653-5,128.148056,37.612778,1999-06-22,290,최적(A),
90,10064110,수자원공사,횡성군(갑천리),Hoengseonggun(Gapcheonri),한강,강원도 횡성군 청일면 갑천리 303-1,128.182778,37.571944,1999-06-22,240,최적(A),
91,10064120,수자원공사,횡성군(횡성댐),Hoengseonggun(Hoengseongdam),한강,강원도 횡성군 갑천면 대관대리 45-4,128.033056,37.544167,1999-12-30,186,최적(A),
92,10074010,환경부,양평군(양평교),Yangpyeonggun(Yangpyeonggyo),한강,경기도 양평군 양평읍 양근리 양평대교,127.49,37.486389,1914-01-01,40.1,우수(B),장비고장 일시운영정지 (5.15~5.17)
93,10074030,환경부,여주시(여주대교),Yeojusi(Yeojudaegyo),한강,경기도 여주시 상동 여주대교,127.648056,37.295556,1962-07-01,51.5,우수(B),
94,10074040,환경부,양평군(청운면사무소),Yangpyeonggun(Cheongunmyeonsamuso),한강,경기도 양평군 청운면 용두로 170 청운면사무소,127.710556,37.556389,1964-07-01,129.8,우수(B),
95,10074050,환경부,음성군(생극면사무소),Eumseonggun(Seanggeukmyeonsamuso),한강,충청북도 음성군 생극면 음성로 1646 생극면행정복지?,127.606944,37.034167,1965-11-01,91.1,우수(B),
96,10074060,환경부,이천시(이천남초교),Icheonsi(Icheonnamchogyo),한강,경기도 이천시 경충대로 2614번길 32 이천남초등학교,127.444722,37.276389,1974-07-01,82.5,우수(B),
97,10074070,환경부,여주시(금당초교),Yeojusi(Kumdangchogyo),한강,경기도 여주시 가남읍 가남로 649 금당초등학교,127.605278,37.1975,1988-12-01,94.7,우수(B),
98,10074080,환경부,안성시(삼죽초교),Anseongsi(Samjukchogyo),한강,경기도 안성시 삼죽면 삼죽초교길 20 삼죽초등학교,127.374444,37.076667,1989-07-01,120.8,우수(B),
99,10074090,환경부,이천시(장천초교),Icheonsi(Jangcheonchogyo),한강,경기도 이천시 설성면 설성로 164-25 장천초등학교,127.5275,37.145833,1989-07-01,107.8,우수(B),장비고장 일시운영정지 (5.15~5.17)
100,10074100,환경부,여주시(주암리),Yeojusi(juamni),한강,경기도 여주시 북내면 주암길 225-3 (구)주암분교,127.679444,37.397222,1996-12-01,83.4,우수(B),
101,10074110,환경부,광주시(검천리),Gwangjusi(Geomcheonri),한강,경기도 광주시 남종면 검천리 362,127.342222,37.530833,1998-03-01,35,우수(B),
102,10074120,환경부,여주시(상품중교),Yeojusi(Sangpumjoonggyo),한강,경기도 여주시 산북면 상품1길 28 상품중학교,127.439444,37.401944,1998-03-01,125.5,우수(B),
103,10094010,수자원공사,화천군(평화의댐),Hwacheongun(Pyeonghwauidam),한강,강원도 화천군 화천읍 평화로 3481-18,127.846389,38.213889,1999-05-08,276.6,우수(B),
104,10104010,환경부,화천군(화천군청),Hwacheongun(Hwacheongunchung),한강,강원도 화천군 화천읍 화천새싹길 45 화천군청,127.708333,38.105833,1916-01-01,112.8,우수(B),
105,10104020,환경부,화천군(다목초교),Hwacheongun(Damokchogyo),한강,강원도 화천군 상서면 다파로 9-4 다목초등학교,127.536111,38.175833,1962-07-01,435.2,우수(B),
106,10104030,환경부,양구군(방산초교),Yanggugun(Bangsanchogyo),한강,강원도 양구군 방산면 평화로 5121-7 방산초등학교,127.943056,38.210278,1962-07-01,253.8,우수(B),
107,10104040,환경부,화천군(명월리),Hwacheongun(Myeongwallri),한강,강원도 화천군 사내면 명월리 221-2,127.530833,38.125278,1962-09-01,408.5,우수(B),
108,10104048,한수원,화천댐,Hwacheon Dam,한강,강원도 화천군 간동면 어룡동길 42,127.761111,38.098611,1986-01-06,116,보통(C),
109,10104050,환경부,화천군(화천댐),Hwacheongun(Hwacheondam),한강,강원도 화천군 간동면 구만리 화천댐,127.777222,38.1175,1974-07-01,190.1,우수(B),
110,10104060,환경부,양구군(금악리),Yanggugun(Geumakri),한강,강원도 양구군 방산면 금악리 484-4,127.931389,38.193333,1998-01-01,241.2,우수(B),
111,10104070,환경부,춘천시(지촌초교),Chuncheonsi(Jichonchogyo),한강,강원도 춘천시 사북면 지촌길 130 지촌초등학교,127.645278,38.0375,1998-04-01,119.1,우수(B),
112,10104080,환경부,화천군(상승초교),Hwacheongun(Sangseungchogyo),한강,강원도 화천군 상서면 평촌길 126-30 상승초등학교,127.649444,38.158056,1998-07-01,172.7,우수(B),
113,10104082,한수원,춘천댐,Chuncheon Dam,한강,강원도 춘천시 신북읍 영서로 3741,127.669444,37.967222,1986-01-06,80,보통(C),
114,10104170,한수원,남전교,Namjeon Kyo,한강,강원도 양구군 방산면 오미리 979,127.899444,38.185833,2013-12-30,215.44,보통(C),
115,10104171,한수원,정림교,Jeonglim Kyo,한강,강원도 양구군 양구읍 정림리 425,127.9825,38.110556,2013-12-30,258.22,보통(C),
116,10104172,한수원,용신교,Yongsin Kyo,한강,강원도 화천군 화천읍 신읍리 1406,127.701667,38.1125,2013-12-30,116.43,보통(C),
117,10104173,한수원,구 오탄교,Gu Otan Kyo,한강,강원도 화천군 하남면 서오지리 735,127.635,38.050556,2013-12-30,130.09,보통(C),
118,10104174,한수원,약수교,Yaksu Kyo,한강,강원도 양구군 동면 후곡리 699,128.043056,38.1675,2020-06-04,257.16,보통(C),
119,10114030,수자원공사,인제군(서성초교),Injegun(Seoseongchogyo),한강,강원도 인제군 금강로 1801-42,128.208333,38.231111,1972-08-11,200,우수(B),
120,10114040,수자원공사,인제군(한계초교),Injegun(Hangyechogyo),한강,강원도 인제군 북면 한계1길 33,128.2575,38.140833,1972-08-11,380,우수(B),
121,10114050,환경부,인제군(백담산장),Injegun(Baekdamsanjang),한강,강원도 인제군 북면 백담로 805 백담산장,128.375278,38.159722,1983-07-01,480.4,보통(C),
122,10114070,수자원공사,인제군(덕적리),Injegun(Deokjeokri),한강,강원도 인제군 인제읍 덕적길 271,128.290278,38.071389,2008-02-25,649,우수(B),
123,10114080,수자원공사,인제군(용대초교),Injegun(Yongdaechogyo),한강,강원도 인제군 북면 미시령로 1031,128.329444,38.195,1987-05-04,335,우수(B),
124,10124020,환경부,인제군(신남중교),Injegun(Sinnamjoonggyo),한강,강원도 인제군 남면 신남로 47-35 신남중학교,128.080556,37.971111,1962-07-01,224,우수(B),
125,10124050,수자원공사,춘천시(추곡초교),Chuncheonsi(Chugokchogyo),한강,강원도 춘천시 북산면 북산로 34,127.881944,38.024167,1972-08-11,199,우수(B),
126,10124060,수자원공사,인제군(남전리),Injegun(Namjeonri),한강,강원도 인제군 남면 가로리길 65,128.152222,38.039722,1972-08-11,219,우수(B),(주소 변경) 자작나무숲길 133 → 가로리길 65
127,10124080,수자원공사,인제군(현리),Injegun(Hyeonri),한강,강원도 인제군 기린면 조침령로 194,128.336667,37.946389,1972-08-11,316,우수(B),
128,10124090,수자원공사,홍천군(창촌리),Hongcheongun(Changchonri),한강,강원도 홍천군 내면 창촌리 1733-1,128.379722,37.768611,1972-08-11,608,우수(B),
129,10124110,환경부,인제군(진동리),Injegun(Jindongri),한강,강원도 인제군 기린면 진동리 649-1,128.412778,37.964444,1983-07-01,414.6,우수(B),
130,10124120,환경부,홍천군(명개리),Hongcheongun(Myeonggaeri),한강,강원도 홍천군 내면 명개리 163-3,128.503333,37.85,1983-07-01,634.6,우수(B),
131,10124130,수자원공사,인제군(신남리),Injegun(Sinnamri),한강,강원도 인제군 남면 삼팔선로 2116-24,128.075556,37.966944,1987-05-04,213,우수(B),
