no_1,obs_code,manageme_1,name_K_1,name_E_1,watershe_1,address_1,long,lat_1,start_1,Ele,level_1,remark_1
517,30124100,환경부,공주시(유구초교),Gongju-si(Yuguchogyo),금강,충청남도 공주시 유구읍 석남리 196-1,126.950556,36.553611,1993-06-01,67.473,우수,
518,30124110,환경부,세종시(문성교),Sejong-si(Munseonggyo),금강,세종특별자치시 장군면 평기리 349-9,127.196111,36.514722,2006-01-01,44.102,우수,
519,30134010,환경부,논산시(연산중),Nonsan-si(Yeonsanjung),금강,충청남도 논산시 연산면 청동로 113-14,127.206944,36.213333,1960-07-01,46.966,우수,
520,30134020,환경부,완주군(장선초교),Wanju-gun(Jangseonchogyo),금강,전라북도 완주군 운주면 장선리 505-1,127.279167,36.091111,1973-06-01,82.367,우수,
521,30134040,환경부,논산시(동산초교),Nonsan-si(Dongsanchogyo),금강,충청남도 논산시 양촌면 황산벌로 436번길 43-4,127.241667,36.140278,1993-06-01,56.276,우수,
522,30134050,환경부,논산시(토양리),Nonsan-si(Toyang-ri),금강,충청남도 논산시 은진면 토양리 69(도),127.1025,36.149167,2006-01-01,16.796,우수,
523,30144010,환경부,논산시(황산리),Nonsan-si(Hwangsan-ri),금강,충청남도 논산시 강경읍 금백로 45,127.008611,36.154444,1911-06-01,14.792,우수,
524,30144020,환경부,익산시(함열초교),Iksan-si(Hamyeolchogyo),금강,전라북도 익산시 함열읍 함열8길 2,126.965278,36.079722,1962-06-01,17.321,우수,
525,30144030,환경부,서천군(망월리),Seocheon-gun(Mangwol-ri),금강,충청남도 서천군 화양면 망월리 2-1,126.756944,36.029444,1993-06-01,14.991,우수,
526,30144040,환경부,서천군(충남디자인예술고),Seocheon-gun(Chungnamdijainyesulgo),금강,충청남도 서천군 한산면 한마로 114,126.803611,36.089167,1993-06-01,16.626,우수,
527,30144050,환경부,익산시(연동리),Iksan-si(Yeondong-ri),금강,전라북도 익산시 삼기면 연동리 산1-1,127.035,36.033889,1993-06-01,317.601,우수,
528,31014010,환경부,홍성군(홍성초교),Hongseong-gun(Hongseongchogyo),삽교천,충청남도 홍성군 홍성읍 조양로 43,126.657778,36.599722,1918-07-01,51.3,우수,
529,31014020,환경부,예산군(예산국토),Yesan-gun(Yesangukto),삽교천,충청남도 예산군 오가면 오가중앙로 69,126.797778,36.689722,1933-09-01,19.716,우수,
530,31014030,환경부,예산군(덕산면사무소),Yesan-gun(Deoksanmyeonsamuso),삽교천,충청남도 예산군 덕산면 덕산온천로 391,126.665278,36.701389,1957-03-01,55.103,우수,
531,31014090,환경부,당진시(순성초교),Dangjin-si(Sunseongchogyo),삽교천,충청남도 당진시 순성면 순성로 473,126.711667,36.843333,1999-01-01,33.169,우수,
532,31014100,환경부,청양군(가남초교),Cheongyang-gun(Ganamchogyo),삽교천,충청남도 청양군 비봉면 록평리 28-9,126.788056,36.515833,1999-01-01,56.265,우수,
533,31014110,환경부,예산군(신양리),Yesan-gun(Sinyang-ri),삽교천,충청남도 예산군 신양면 신양리 434,126.861111,36.599722,1999-01-01,38.197,우수,
534,31014120,환경부,아산시(초사초교),Asan-si(Chosachogyo),삽교천,충청남도 아산시 초사길 122,126.973333,36.751389,1999-01-01,45.327,우수,송화가루 유입에 따른 강수량 미측정으로 결측처리(5.
535,31014130,환경부,아산시(동방초교),Asan-si(Dongbangchogyo),삽교천,충청남도 아산시 배방읍 휴대세교길 7-7,127.113333,36.779722,1999-01-01,30.185,우수,
536,31014140,환경부,천안시(신흥교),Cheonan-si(Sinheunggyo),삽교천,충청남도 천안시 동남구 광덕면 매당리 신흥교,127.113333,36.703056,2004-12-01,55.288,우수,송화가루 유입에 따른 강수량 미측정 결측처리(5.10 0
537,31014150,환경부,아산시(강청교),Asan-si(Gangcheonggyo),삽교천,충청남도 아산시 염치읍 강청리 강청교,126.933611,36.821667,2005-01-01,15.363,우수,강수량 과다관측에 따른 기기이상 추정(9.1 00:10 ~ 9
538,31014192,환경부,예산군(은사교),Yesan-gun(Eunsagyo),삽교천,충청남도 예산군 광시면 용두리 은사교,126.779167,36.560833,2010-01-01,33.497,우수,
539,32034010,환경부,보령시(미산면사무소),Boryeong-si(Misanmyeonsamuso),금강서해,충청남도 보령시 미산면 내평리 357-2,126.6775,36.210833,1968-07-01,89.53,우수,
540,32034020,환경부,보령시(미산초교),Boryeong-si(Misanchogyo),금강서해,충청남도 보령시 미산면 도화담리 94,126.677778,36.288611,1973-01-01,85.562,우수,
541,32034050,수자원공사,보령시(보령댐),Boryeongsi(Boryoungdam),금강서해,충청남도 보령시 미산면 용수리 산39-1,126.648611,36.249722,1998-03-26,80,우수(B),
542,32034060,수자원공사,보령시(도화담리),Boryeongsi(Dohwadamri),금강서해,충청남도 보령시 미산면 도화담리 79,126.678611,36.29,1998-03-26,60,최적(A),
543,33014010,환경부,완주군(고산중교),Wanjugun(Gosanjunggyo),만경강,전라북도 완주군 고산면 읍내리 744-1,127.208333,35.978611,1916-01-01,57.7,B,(관측소명 변경) 고산 → 완주군(고산중교)
544,33014020,환경부,군산시(임피초교),Gunsansi(Impichogyo),만경강,전라북도 군산시 임피면 읍내리 536,126.848889,35.9875,1962-07-01,25.1,A,(관측소명 변경) 임피 → 군산시(임피초교)
545,33014070,환경부,완주군(구이초교),Wanjugun(Guichogyo),만경강,전라북도 완주군 구이면 항가리 86-1,127.12,35.720278,1997-01-01,71.6,B,(관측소명 변경) 구이 → 완주군(구이초교)
546,33014080,환경부,김제시(용지초교),Gimjesi(Yongjichogyo),만경강,전라북도 김제시 용지면 구암리 117-4,126.958889,35.854722,1999-12-01,22.9,A,(관측소명 변경) 용지 → 김제시(용지초교)
547,33014090,환경부,익산시(미륵초교),Iksan(Mireukchogyo),만경강,전라북도 익산시 금마면 용순리 645-1,127.0225,36.001389,1999-12-01,31.6,A,(관측소명 변경) 금마 → 익산시(미륵초교)
548,33014100,환경부,전주시(미산교),Jeonjusi(Misangyo),만경강,전라북도 전주시 덕진구 전미동2가 1384-10,127.0975,35.879444,2000-01-01,21.4,A,(관측소명 변경) 전주 → 전주시(미산교)
549,33014110,환경부,완주군(용봉교),Wanjugun(Yongbonggyo),만경강,전라북도 완주군 봉동읍 장기리 111-6,127.170833,35.941944,2000-01-01,38.4,A,(관측소명 변경) 봉동 → 완주군(용봉교)
550,33014120,환경부,완주군(용진초교),Wanjugun(Yongjinchogyo),만경강,전라북도 완주군 용진읍 상삼리 1195-8,127.175556,35.857222,1999-12-01,39.9,B,(관측소명 변경) 용진 → 완주군(용진초교)
551,33024020,환경부,김제시(금구초교),Gimjesi(Geumguchogyo),동진강,전라북도 김제시 금구면 금구리 173,127.013056,35.774167,1962-07-01,48.9,B,(관측소명 변경) 금구 → 김제시(금구초교)
552,33024030,환경부,정읍시(고부초교),Jeongeupsi(Gobuchogyo),동진강,전라북도 정읍시 고부면 고부리 168-4,126.771389,35.621389,1962-08-01,31.5,A,(관측소명 변경) 고부 → 정읍시(고부초교)
553,33024040,환경부,김제시(김제중앙중교),Gimjesi(Gimjejungangjunggyo),동진강,전라북도 김제시 백산면 하정리 112,126.888889,35.828333,1962-11-01,23.1,A,(관측소명 변경) 김제 → 김제시(김제중앙중교)
554,33024050,환경부,정읍시(태인중교),Jeongeupsi(Taeinjunggyo),동진강,전라북도 정읍시 태인면 태성리 627-20,126.937222,35.653889,1968-01-01,25.2,A,(관측소명 변경) 태인 → 정읍시(태인중교)
555,33024070,환경부,정읍시(산외중교),Jeongeupsi(Sanoejunggyo),동진강,전라북도 정읍시 산외면 정량리 1175-1,127.044722,35.618889,2000-06-01,60.8,A,(관측소명 변경) 산외 → 정읍시(산외중교)
556,33024080,환경부,정읍시(정읍북초교),Jeongeupsi(Jeongeupbukchogyo),동진강,전라북도 정읍시 농소동 12-24,126.849444,35.578611,2000-06-01,33.4,A,(관측소명 변경) 정읍 → 정읍시(정읍북초교)
557,33034030,수자원공사,부안군(부안댐),Buangun(Buandam),금강서해,전라북도 부안군 변산면 중계리 537-1,126.563333,35.675,1996-06-01,20,최적(A),
558,33034040,수자원공사,부안군(부안청림천문대),Buangun(Buancheongrimcheonmundae),금강서해,전라북도 부안군 상서면 청림리 523-3,126.614722,35.6575,2014-10-19,54.1,최적(A),
559,40014050,수자원공사,순창군(시산리),Sunchanggun(Sisanri),섬진강,전라북도 순창군 쌍치면 시산리 산36-2,126.971944,35.488611,1990-12-15,350,최적(A),
560,40014060,수자원공사,임실군(용암리),Imsilgun(Yongamri),섬진강,전라북도 임실군 신평면 용암리 산119-3,127.188333,35.642778,1990-12-15,265,최적(A),
561,40014070,수자원공사,진안군(도통리),Jinangun(Dotongri),섬진강,전라북도 진안군 성수면 도통리 915-6,127.343056,35.712778,1990-12-15,420,최적(A),
562,40024020,수자원공사,임실군(섬진강댐),Imsilgun(Seomjingangdam),섬진강,전라북도 임실군 강진면 용수리 311-2,127.111667,35.542222,1990-12-15,220,최적(A),
563,40024030,환경부,임실군(일중리),Imsilgun(Iljungri),섬진강,전라북도 임실군 덕치면 일중리 568,127.15,35.496389,1962-06-01,129.3,A,(관측소명 변경) 덕치 → 임실군(일중리)
564,40024050,환경부,순창군(평남리),Sunchanggun(Pyeongnamri),섬진강,전라북도 순창군 적성면 평남리 산 118,127.215833,35.423333,1970-10-01,89.9,A,(관측소명 변경) 제2섬진 → 순창군(평남리)
565,40024060,환경부,임실군(청웅면사무소),Imsilgun(Cheongungmyeonsamuso),섬진강,전라북도 임실군 청웅면 구고리 220-1,127.201111,35.569444,2018-12-26,161.46,B,(관측소명 변경) → 임실군(두복리) → 임실군(청웅
566,40034010,환경부,임실군(문화체육센터),Imsilgun(Munhwacheyuksenteo),섬진강,전라북도 임실군 오수면 오수리 33,127.333056,35.545278,1990-03-12,126.2,A,(관측소명 변경) 둔남 → 임실군(문화체육센터)
567,40034020,환경부,순창군(현포리),Sunchanggun(Hyeonpori),섬진강,전라북도 순창군 동계면 현포리 820,127.245278,35.439444,1970-01-01,95.5,A,(관측소명 변경) 오수 → 순창군(현포리)
568,40034030,환경부,임실군(오봉리),Imsilgun(Obongri),섬진강,전라북도 임실군 성수면 오봉리 556-5,127.347778,35.63,2003-10-01,206.5,A,(관측소명 변경) 임실 → 임실군(오봉리)
569,40044010,환경부,곡성군(옥과톨게이트),Gokseonggun(Okgwatolgeiteu),섬진강,전라남도 곡성군 오산면 연화리 1065-1,127.116944,35.261389,1990-03-12,103.6,B,(관측소명 변경) 오산 → 곡성군(옥과톨게이트)
570,40044030,환경부,순창군(옥천교),Sunchanggun(Okcheongyo),섬진강,전라북도 순창군 순창읍 교성리 140-12,127.133611,35.374167,2003-10-01,95.6,A,(관측소명 변경) 순창2 → 순창군(옥천교)
571,40044040,환경부,순창군(유적교),Sunchanggun(Yujeokgyo),섬진강,전라북도 순창군 유등면 무수리 1143,127.209167,35.392778,1990-03-12,89.4,A,(관측소명 변경) 적성 → 순창군(유적교)
572,40044060,환경부,남원시(신덕리),Namwonsi(Sindeokri),섬진강,전라북도 남원시 대강면 신덕리 190,127.216667,35.331389,1962-07-01,74.2,A,(관측소명 변경) 대강 → 남원시(신덕리)
573,40044070,환경부,곡성군(괴소리),Gokseonggun(Goesori),섬진강,전라남도 곡성군 삼기면 괴소리 272-1,127.225833,35.227778,2016-01-01,144.37,A,(관측소명 변경) 삼기 → 곡성군(괴소리)
574,40054020,환경부,남원시(동림교),Namwonsi(Dongrimgyo),섬진강,전라북도 남원시 신촌동 460,127.391389,35.408611,1990-03-12,106.2,A,(관측소명 변경) 남원 → 남원시(동림교)
575,40054030,환경부,장수군(동화저수지),Jangsugun(Donghwajeosuji),섬진강,전라북도 장수군 번암면 죽림리 산 34-7,127.538611,35.545556,1990-03-12,330.1,B,(관측소명 변경) 번암2 → 장수군(동화저수지)
576,40054040,환경부,남원시(요천대교),Namwonsi(Yocheondaegyo),섬진강,전라북도 남원시 송동면 세전리 1336-77,127.311389,35.318889,2001-09-06,64.5,A,(관측소명 변경) 송동 → 남원시(요천대교)
577,40064010,환경부,곡성군(고달교),Gokseonggun(Godalgyo),섬진강,전라남도 곡성군 고달면 뇌죽리 964,127.329444,35.294722,1990-03-12,59.6,A,(관측소명 변경) 오곡 → 곡성군(고달교)
578,40074050,수자원공사,화순군(동복댐),Hwasungun(Dongbokdam),섬진강,전라남도 화순군 동복면 서리 26,127.100556,35.081944,1991-07-01,174,우수(B),
579,40074060,수자원공사,보성군(복내리),Boseonggun(Boknaeri),섬진강,전라남도 보성군 복내면 복내리 197-6,127.134444,34.896389,1991-07-01,112.3,우수(B),
580,40074070,수자원공사,순천시(우산리),Suncheongsi(Usanri),섬진강,전라남도 순천시 송광면 우산리 795-5,127.222778,34.973611,1991-07-01,127.5,우수(B),
581,40074080,수자원공사,순천시(주암댐),Suncheongsi(Juamdam),섬진강,전라남도 순천시 주암면 광천리 산2-3,127.235833,35.063333,1991-07-01,115,우수(B),
582,40074082,수자원공사,장흥군(봉동리),Jangheunggun(Bongdongri),섬진강,전라남도 장흥군 장동면 봉동리 245-1,127.0075,34.781667,2006-09-15,200,우수(B),
583,40074090,수자원공사,보성군(보성강댐),Boseonggun(Boseonggangdam),섬진강,전라남도 보성군 겸백면 용산리 221-2,127.144722,34.805278,2006-09-15,130,우수(B),
584,40074092,한수원,보성강댐,Boseonggang Dam,섬진강,전남 보성군 득량면 충의로 1771-18,127.153889,34.783889,1986-01-06,127.8,보통(C),영산강홍수통제소
585,40074140,수자원공사,화순군(동가리),Hwasungun(Donggari),섬진강,전라남도 화순군 한천면 동가리 311-8,127.065278,34.969167,2009-10-28,150,최적(A),
586,40074143,수자원공사,화순군(맹리),Hwasungun(Maengri),섬진강,전라남도 화순군 북면 맹리 568-3,127.093333,35.178611,2009-10-28,196,최적(A),
587,40084010,환경부,곡성군(태안교),Gokseonggun(Taeangyo),섬진강,전라남도 곡성군 죽곡면 유봉리 549-24,127.346667,35.160278,1996-03-01,53.1,A,(관측소명 변경) 죽곡 → 곡성군(태안교)
588,40084020,환경부,곡성군(석곡톨게이트),Gokseonggun(Seokgoktolgeiteu),섬진강,전라남도 곡성군 석곡면 유정리 417-2,127.25,35.126667,2003-10-01,74.8,A,(관측소명 변경) 석곡 → 곡성군(석곡톨게이트)
589,40094050,환경부,하동군(묵계리),Hadonggun(Mukgyeri),섬진강,경상남도 하동군 청암면 묵계리 산 279-3,127.709444,35.243056,1984-04-28,691.7,B,(관측소명 변경) 진주암 → 하동군(묵계리)
590,40094060,환경부,구례군(구례교),Guregun(Guryegyo),섬진강,전라남도 구례군 구례읍 신월리 595-1,127.454167,35.165556,1990-03-12,40,A,(관측소명 변경) 구례2 → 구례군(구례교)
591,40094070,환경부,구례군(문수리경로당),Guryegun(Munsurigyeongrodang),섬진강,전라남도 구례군 토지면 문수리 1192,127.520556,35.223333,1990-03-12,252.1,B,(관측소명 변경) 노고단 → 구례군(문수리경로당)
592,40094080,환경부,하동군(쌍계초교),Hadonggun(Ssanggyechogyo),섬진강,경상남도 하동군 화개면 운수리 산 96-1,127.645,35.233889,1990-03-12,173.8,A,(관측소명 변경) 쌍계 → 하동군(쌍계초교)
593,40094090,환경부,하동군(읍내리),Hadonggun(Eupnaeri),섬진강,경상남도 하동군 하동읍 읍내리 1564,127.740556,35.066667,1990-03-12,13.8,A,(관측소명 변경) 하동2 → 하동군(읍내리)
594,40094100,환경부,하동군(횡천초교),Hadonggun(Hoengcheonchogyo),섬진강,경상남도 하동군 횡천면 횡천리 768-3,127.808333,35.110833,1990-03-12,33.6,B,(관측소명 변경) 횡천 → 하동군(횡천초교)
595,40094110,환경부,곡성군(예성교),Gokseonggun(Yeseonggyo),섬진강,전라남도 곡성군 오곡면 압록리 330-1,127.374167,35.198611,1917-03-01,49.1,A,(관측소명 변경) 압록 → 곡성군(예성교)
596,40094120,환경부,광양시(남도대교),Gwangyangsi(Namdodaegyo),섬진강,전라남도 광양시 다압면 하천리 551,127.626389,35.181667,2005-01-21,21.5,A,(관측소명 변경) 화개 → 광양시(남도대교)
597,40094140,환경부,광양시(다압취수장),Gwangyangsi(Daapchwisujang),섬진강,전라남도 광양시 다압면 고사리 1853-5,127.683333,35.137222,2007-01-01,18.4,A,(관측소명 변경) 다압 → 광양시(다압취수장)
598,40094150,환경부,순천시(괴목리),Suncheongsi(Goemokri),섬진강,전라남도 순천시 황전면 괴목리 462,127.428611,35.101667,2007-01-01,76,B,(관측소명 변경) 황전 → 순천시(괴목리)
599,40094160,환경부,구례군(서시교),Guryegun(Seosigyo),섬진강,전라남도 구례군 구례읍 봉동리 574-1,127.474722,35.211111,2007-01-01,35.5,A,(관측소명 변경) 서시 → 구례군(서시교)
600,40094170,환경부,구례군(문수리),Guryegun(Munsuri),섬진강,전라남도 구례군 토지면 문수리 산 17,127.528889,35.293333,2004-09-18,1443.8,A,(관측소명 변경) 지리산2 → 구례군(문수리) (관측소
601,41044020,수자원공사,순천시(주암조절지댐),Suncheongsi(Juamjojeoljidam),섬진강남해,전라남도 순천시 상사면 용계리 224-9,127.426667,34.945,1997-07-01,40.9,최적(A),
602,41044030,수자원공사,순천시(죽학리),Suncheongsi(Jukhakri),섬진강남해,전라남도 순천시 승주읍 죽학리 76-1,127.363056,34.990556,1996-05-27,114,우수(B),
603,41044040,환경부,순천국토관리사무소,Suncheonguktogwallisamuso,섬진강남해,전라남도 순천시 덕월동 410-1,127.491111,34.931667,1914-06-01,14.4,A,(관측소명 변경) 순천2 → 순천국토관리사무소
604,41054030,수자원공사,광양시(수어댐),Gwangyangsi(Sueodam),섬진강남해,전라남도 광양시 진상면 섬거리 산35-2,127.7175,35.033611,2005-01-01,69,우수(B),
605,41054050,수자원공사,광양시(어치리),Gwangyangsi(Eochiri),섬진강남해,전라남도 광양시 진상면 어치리 737,127.6775,35.075278,2009-10-12,190,최적(A),
606,50014020,환경부,광주광역시(대성초교),Gwangju(Daeseongchogyo),영산강,광주광역시 남구 서동 65-55,126.904722,35.143611,1992-04-01,56.7,A,(관측소명 변경) 광주 → 광주광역시(대성초교)
607,50014030,환경부,담양군(광주댐),Damyanggun(Gwangjudam),영산강,전라남도 담양군 고서면 분향리 산 6-3,126.989444,35.2,1992-04-01,83.7,A,(관측소명 변경) 광주댐 → 담양군(광주댐)
608,50014040,환경부,광주광역시(무등산2중계소),Gwangju(Mudeungsan2junggyeso),영산강,광주광역시 동구 용연동 산 354-4,126.996944,35.115,1992-04-01,907.6,B,(관측소명 변경) 무등산 → 광주광역시(무등산2중계소
609,50014050,환경부,담양군(담양댐),Damyanggun(Damyangdam),영산강,전라남도 담양군 금성면 대성리 산 7-1,127.013889,35.373333,1992-04-01,139.494,A,(관측소명 변경) 담양댐 → 담양군(담양댐)
610,50014060,환경부,담양군(삼지교),Damyanggun(Samjigyo),영산강,전라남도 담양군 수북면 정중리 81-4,126.935833,35.270556,2003-08-26,38.7,A,(관측소명 변경) 삼지 → 담양군(삼지교)
611,50014070,수자원공사,담양군(담양홍수조절지),Damyanggun(Damyanghongsujojeoljidam),영산강,전라남도 담양군 월산면화방리 14-25,126.966944,35.335556,2012-05-16,55,최적(A),
612,50024020,환경부,장성군(백암저수지),Jangseonggun(Baekamjeosuji),영산강,전라남도 장성군 북이면 백암리 산 11-1,126.775278,35.447222,1962-07-01,205.4,A,(관측소명 변경) 북이 → 장성군(백암저수지)
613,50024030,환경부,장성군(장성댐),Jangseonggun(Jangseongdam),영산강,전라남도 장성군 장성읍 용강리 87-8,126.819722,35.354444,1992-04-01,103.74,A,(관측소명 변경) 장성댐 → 장성군(장성댐)
614,50024040,환경부,장성군(월평리),Jangseonggun(Wolpyeongri),영산강,전라남도 장성군 황룡면 월평리 572,126.776944,35.290556,2016-01-01,48.04,A,(관측소명 변경) 황룡 → 장성군(월평리)
615,50024050,수자원공사,장성군(수산리),Jangseonggun(Susanri),영산강,전라남도 장성군 삼계면 수산리 762-3,126.668889,35.306667,2008-01-01,125,최적(A),
616,50024051,수자원공사,장성군(평림댐),Jangseonggun(Pyeonglimdam),영산강,전라남도 장성군 삼계면 수옥리 산214-2,126.6825,35.285278,2008-05-26,123.85,우수(B),
617,50034030,환경부,나주시(나주댐),Najusi(Najudam),영산강,전라남도 나주시 다도면 판촌리 1123-5,126.844444,34.964167,1992-04-01,78.9,A,(관측소명 변경) 나주댐 → 나주시(나주댐)
618,50034040,환경부,화순군(신성교),Hwasungun(Sinseonggyo),영산강,전라남도 화순군 도곡면 평리 524-2,126.896389,35.003333,1994-07-11,32.6,A,(관측소명 변경) 능주 → 화순군(신성교)
619,50034050,환경부,광주광역시(양과동),Gwangju(Yanggwadong),영산강,광주광역시 남구 양과동 890,126.866389,35.086111,2002-01-01,40.9,A,(관측소명 변경) 이장 → 광주광역시(양과동)
620,50034060,환경부,화순군(동면초교),Hwasungun(Dongmyeonchogyo),영산강,전라남도 화순군 동면 장동리 355-3,127.041389,35.031111,2002-01-01,92.6,A,(관측소명 변경) 동면 → 화순군(동면초교)
621,50034070,환경부,화순군(청풍초교),Hwasungun(Cheongpungchogyo),영산강,전라남도 화순군 청풍면 차리 270,126.971111,34.875278,2002-01-01,96.5,A,(관측소명 변경) 청풍 → 화순군(청풍초교)
622,50034080,수자원공사,화순군(화순홍수조절지),Hwasungun(Hwasunhongsujojeoljidam),영산강,전라남도 화순군 청풍면풍암리 92-6,126.984444,34.927222,2012-05-16,76,우수(B),
623,50044030,환경부,광주광역시(동곡초교),Gwangju(Donggokchogyo),영산강,광주광역시 광산구 하산동 141,126.773056,35.097778,1992-04-01,17,A,(관측소명 변경) 동곡 → 광주광역시(동곡초교)
624,50044040,환경부,나주시(봉황초교),Najusi(Bonghwangchogyo),영산강,전라남도 나주시 봉황면 죽석리 771,126.789167,34.9575,1992-04-01,31.2,A,(관측소명 변경) 봉황 → 나주시(봉황초교)
625,50054010,환경부,장성군(삼서면사무소),Jangseonggun(Samseomyeonsamuso),영산강,전라남도 장성군 삼서면 대곡리 815-1,126.645833,35.231944,1961-08-01,56.3,A,(관측소명 변경) 삼서 → 장성군(삼서면사무소)
626,50054020,환경부,함평군(나산교),Hampyeonggun(Nasangyo),영산강,전라남도 함평군 나산면 삼축리 181-3,126.611944,35.111389,2004-12-10,24.1,A,(관측소명 변경) 나산 → 함평군(나산교)
627,50064020,환경부,함평군(기산초교),Hampyeonggun(Gisanchogyo),영산강,전라남도 함평군 함평읍 기각리 737,126.517778,35.067778,1992-04-01,32.9,A,(관측소명 변경) 함평 → 함평군(기산초교)
628,50074010,환경부,영암군(도포중교),Yeongamgun(Dopojunggyo),영산강,전라남도 영암군 도포면 구학리 264-1,126.643611,34.85,1992-04-01,22.6,A,(관측소명 변경) 도포 → 영암군(도포중교)
629,50074020,환경부,영암군(장천초교),Yeongamgun(Jangcheonchogyo),영산강,전라남도 영암군 서호면 장천리 573,126.581667,34.755556,2018-01-01,22.58,B,(관측소명 변경) 서호 → 영암군(장천초교)
630,50084010,환경부,하구언(내),Hagueon(Nae),영산강,전라남도 영암군 삼호읍 나불리 964,126.449167,34.786111,1992-04-01,11.2,A,
631,51014020,환경부,강진군(병영면사무소),Gangjingun(Byeongyeongmyeonsamuso),탐진강,전라남도 강진군 병영면 성남리 189-2,126.812778,34.717222,1997-01-01,41.6,A,(관측소명 변경) 병영 → 강진군(병영면사무소)
632,51014030,환경부,장흥군(조양리),Jangheunggun(Joyangri),탐진강,전라남도 장흥군 유치면 조양리 682-2,126.834167,34.800833,1997-01-01,91.3,B,(관측소명 변경) 유치 → 장흥군(조양리)
633,51014040,수자원공사,영암군(한대리),Yeongamgun(Handaeri),탐진강,전라남도 영암군 영암읍 한대리 262-1,126.784167,34.806111,2000-03-15,202,최적(A),
634,51014050,수자원공사,장흥군(운월리),Janggeunggun(Unwolri),탐진강,전라남도 장흥군 유치면 운월리 555-4,126.851111,34.839444,1996-03-15,267,최적(A),
635,51014060,수자원공사,장흥군(장흥댐),Jangheunggun(Jangheungdam),탐진강,전라남도 장흥군 부산면 지천리 489-1,126.886944,34.753056,2000-03-15,58,우수(B),
636,51014080,환경부,강진군(작천중교),Gangjingun(Jakcheonjunggyo),탐진강,전라남도 강진군 작천면 평리 172-1,126.771111,34.706111,2000-06-01,42.5,A,(관측소명 변경) 작천 → 강진군(작천중교)
637,51014090,환경부,강진군(석교교),Gangjingun(Seokgyogyo),탐진강,전라남도 강진군 군동면 석교리 148-3,126.816389,34.636111,2000-06-01,13.2,A,(관측소명 변경) 군동 → 강진군(석교교)
638,51014100,환경부,장흥군(별천교),Janggeunggun(Byeolcheongyo),탐진강,전라남도 장흥군 부산면 금자리 1118-16,126.906111,34.731389,2000-06-01,41.8,A,(관측소명 변경) 유양 → 장흥군(별천교)
